rounded_book_count,Genre,rounded_ratings_count,rounded_rating
50,romance,70000,4
60,romance,50000,4
50,drama,50000,4
50,young adult,50000,3
50,NA,50000,4
70,romance,60000,4
90,sci-fi,40000,4
40,fantasy,70000,4
50,young adult,50000,4
50,young adult,70000,4
20,young adult,50000,4
200,romance,30000,4
70,drama,40000,4
70,NA,40000,4
30,comedy,50000,4
50,fantasy,70000,4
80,mystery,60000,4
30,NA,60000,4
60,young adult,70000,4
70,sci-fi,50000,4
50,fantasy,70000,4
60,mystery,50000,4
90,NA,40000,4
30,romance,40000,3
50,mystery,50000,4
30,fantasy,70000,4
30,thriller,40000,4
40,mystery,50000,4
60,mystery,50000,4
60,mystery,50000,4
20,drama,50000,4
20,fantasy,50000,4
80,thriller,40000,4
200,NA,50000,4
800,horror,50000,3
40,romance,50000,3
50,fantasy,50000,4
60,sci-fi,50000,4
100,drama,40000,4
0,fantasy,50000,4
700,drama,60000,4
20,fantasy,50000,4
500,drama,50000,4
20,NA,50000,4
30,fantasy,70000,4
30,young adult,70000,4
80,mystery,50000,4
40,romance,60000,4
60,romance,30000,3
50,fantasy,50000,4
50,young adult,50000,4
50,sci-fi,30000,4
50,drama,30000,4
70,horror,50000,4
80,thriller,50000,4
40,young adult,50000,4
10,fantasy,50000,4
40,fantasy,40000,4
40,young adult,70000,4
60,drama,20000,4
800,fantasy,50000,4
70,mystery,60000,4
50,romance,40000,4
60,romance,50000,4
100,sci-fi,50000,4
100,fantasy,40000,4
60,fantasy,60000,4
60,young adult,60000,4
100,fantasy,50000,4
40,young adult,50000,4
80,mystery,40000,4
20,fantasy,50000,4
60,horror,50000,4
80,fantasy,50000,4
30,fantasy,40000,4
50,NA,50000,4
70,drama,40000,4
50,NA,30000,4
60,fantasy,50000,4
40,fantasy,70000,4
10,romance,30000,4
60,mystery,50000,4
50,NA,20000,4
100,sci-fi,50000,4
100,fantasy,60000,4
20,fantasy,50000,4
80,horror,50000,4
60,mystery,20000,4
20,comedy,50000,4
40,romance,50000,4
50,fantasy,80000,4
30,mystery,30000,4
70,fantasy,60000,4
40,fantasy,50000,4
30,young adult,50000,4
60,fantasy,80000,4
400,romance,50000,4
60,young adult,60000,4
40,mystery,70000,4
100,romance,40000,4
50,romance,50000,4
20,fantasy,70000,4
60,fantasy,50000,4
40,fantasy,60000,4
60,romance,50000,4
800,NA,40000,4
50,fantasy,60000,4
70,NA,40000,4
30,young adult,70000,4
70,thriller,50000,4
300,NA,40000,4
50,young adult,70000,4
70,comedy,40000,4
50,young adult,70000,4
30,young adult,50000,4
40,fantasy,50000,3
100,sci-fi,50000,4
30,romance,60000,4
30,romance,70000,4
60,fantasy,50000,4
80,sci-fi,40000,4
100,crime,40000,4
20,horror,50000,4
50,NA,40000,4
50,fantasy,50000,4
80,romance,40000,4
50,sci-fi,50000,4
90,NA,40000,4
30,romance,70000,4
60,fantasy,40000,4
30,fantasy,70000,4
40,NA,20000,4
200,romance,50000,4
30,drama,50000,4
20,fantasy,50000,4
400,drama,50000,4
40,romance,40000,4
100,NA,50000,4
30,fantasy,50000,4
30,fantasy,50000,4
40,young adult,30000,4
60,horror,50000,4
60,comedy,40000,3
90,mystery,50000,4
80,drama,50000,4
50,mystery,50000,4
80,thriller,50000,4
60,fantasy,60000,4
90,mystery,40000,4
30,mystery,60000,4
20,NA,50000,4
10,young adult,40000,4
80,NA,60000,4
200,NA,40000,4
300,mystery,50000,4
100,fantasy,40000,4
40,fantasy,50000,3
50,mystery,50000,4
90,mystery,50000,4
30,fantasy,40000,4
30,fantasy,50000,4
30,comedy,50000,3
50,NA,50000,4
30,drama,60000,4
30,young adult,60000,4
30,NA,60000,4
30,romance,70000,4
100,horror,50000,4
60,NA,40000,4
80,fantasy,50000,4
40,comedy,50000,4
100,sci-fi,50000,4
30,romance,40000,3
100,fantasy,50000,4
80,mystery,40000,4
70,young adult,50000,4
10,young adult,50000,4
40,horror,40000,4
300,drama,40000,4
80,NA,40000,4
60,fantasy,50000,4
90,mystery,40000,4
70,fantasy,50000,4
50,thriller,40000,4
40,NA,50000,4
70,mystery,40000,4
70,mystery,40000,4
60,fantasy,50000,4
90,romance,40000,4
20,mystery,40000,4
30,young adult,50000,4
40,romance,50000,4
70,young adult,40000,4
60,young adult,60000,4
10,young adult,50000,4
90,thriller,40000,4
100,mystery,50000,4
50,romance,50000,4
300,fantasy,40000,4
50,young adult,60000,4
30,fantasy,60000,4
100,drama,40000,4
70,NA,70000,4
20,fantasy,40000,5
700,fantasy,30000,4
60,romance,60000,4
40,sci-fi,40000,4
40,drama,50000,4
40,romance,50000,4
30,young adult,40000,4
50,fantasy,60000,4
70,romance,50000,4
10,young adult,50000,4
10,horror,40000,5
40,mystery,40000,4
20,fantasy,50000,4
30,NA,40000,4
300,young adult,40000,4
80,sci-fi,40000,4
10,romance,50000,4
10,fantasy,30000,4
20,fantasy,40000,5
60,sci-fi,40000,4
80,drama,40000,4
30,young adult,70000,4
50,fantasy,70000,4
30,romance,60000,4
200,romance,40000,4
30,NA,50000,4
90,fantasy,50000,4
30,young adult,50000,4
50,crime,50000,4
40,young adult,60000,4
60,mystery,40000,4
40,drama,40000,4
40,NA,40000,4
40,fantasy,60000,4
50,mystery,50000,4
50,fantasy,40000,4
80,fantasy,50000,4
60,fantasy,50000,4
70,thriller,40000,4
20,young adult,50000,4
100,fantasy,50000,4
40,fantasy,50000,4
50,drama,50000,4
60,fantasy,30000,4
500,drama,40000,4
80,NA,30000,4
40,NA,50000,4
50,young adult,60000,4
90,thriller,40000,4
40,mystery,60000,4
90,NA,60000,4
10,sci-fi,40000,4
30,romance,50000,4
300,fantasy,50000,4
30,fantasy,40000,4
60,romance,40000,4
60,fantasy,50000,4
40,crime,40000,4
100,mystery,50000,4
0,fantasy,40000,4
40,romance,60000,4
40,fantasy,50000,4
100,thriller,50000,3
60,sci-fi,50000,4
300,horror,40000,4
30,fantasy,50000,4
70,romance,50000,4
40,fantasy,40000,4
20,young adult,60000,4
30,drama,40000,4
80,NA,30000,4
70,fantasy,50000,4
70,romance,50000,4
50,NA,50000,4
40,fantasy,50000,4
40,horror,40000,4
60,fantasy,50000,4
30,thriller,40000,4
70,sci-fi,40000,4
20,comedy,40000,4
20,NA,50000,4
10,NA,50000,4
0,fantasy,50000,4
600,comedy,40000,4
40,romance,80000,4
20,young adult,60000,4
60,thriller,40000,4
40,fairy-tales,50000,4
20,young adult,50000,4
20,romance,60000,4
80,crime,50000,4
30,romance,30000,4
20,NA,50000,4
200,sci-fi,40000,4
50,drama,40000,4
50,sci-fi,40000,4
100,young adult,50000,4
30,fantasy,40000,4
80,romance,40000,3
60,romance,80000,4
80,young adult,50000,4
100,sci-fi,50000,4
60,fantasy,50000,4
60,horror,50000,4
30,mystery,50000,4
60,fantasy,60000,4
90,young adult,50000,4
40,drama,40000,4
100,NA,50000,4
20,comedy,40000,4
0,mystery,40000,4
40,romance,60000,4
800,romance,40000,4
100,sci-fi,50000,4
100,mystery,40000,4
80,mystery,40000,4
100,mystery,50000,4
70,young adult,50000,4
60,mystery,60000,4
30,young adult,60000,4
40,sci-fi,40000,4
50,fantasy,40000,4
40,NA,40000,4
20,mystery,40000,4
10,romance,40000,4
40,fantasy,60000,4
40,horror,40000,4
70,NA,40000,4
40,young adult,50000,4
70,fantasy,50000,4
30,NA,40000,4
50,mystery,40000,4
30,comedy,40000,4
30,romance,40000,4
40,romance,60000,4
60,romance,60000,4
60,fantasy,40000,4
60,drama,40000,4
60,sci-fi,40000,4
10,mystery,40000,3
20,fantasy,60000,5
80,thriller,40000,4
40,crime,20000,4
20,crime,40000,4
70,mystery,30000,4
60,comedy,40000,4
70,mystery,40000,4
90,drama,40000,4
40,NA,40000,4
30,young adult,60000,4
50,NA,40000,4
80,NA,40000,5
70,drama,50000,4
200,mystery,40000,4
40,fantasy,50000,4
70,mystery,50000,4
50,fantasy,50000,4
40,NA,40000,4
40,young adult,50000,4
300,NA,40000,4
30,fantasy,60000,4
40,mystery,50000,4
40,fantasy,40000,4
70,fantasy,50000,4
40,crime,30000,4
20,thriller,50000,4
30,fantasy,30000,4
30,romance,60000,4
30,romance,60000,4
100,mystery,40000,4
60,young adult,60000,4
60,comedy,40000,4
40,young adult,50000,4
30,drama,40000,4
40,young adult,60000,4
50,young adult,60000,4
80,NA,40000,3
60,fantasy,50000,4
400,romance,40000,4
40,romance,70000,4
40,NA,40000,4
40,fairy-tales,50000,4
10,NA,40000,4
70,fantasy,50000,4
10,drama,40000,4
30,fantasy,60000,4
30,young adult,60000,4
80,NA,40000,4
100,mystery,40000,4
300,drama,40000,4
20,NA,40000,4
50,fantasy,40000,4
30,horror,50000,4
60,young adult,50000,4
40,fantasy,60000,4
600,romance,40000,4
70,young adult,40000,4
40,fantasy,60000,4
30,romance,40000,4
30,NA,30000,4
100,fantasy,40000,4
30,NA,40000,4
60,young adult,50000,4
40,sci-fi,40000,4
30,fantasy,40000,4
100,NA,40000,4
60,young adult,50000,4
50,sci-fi,40000,4
60,romance,30000,4
40,NA,40000,4
50,young adult,60000,4
80,NA,40000,4
50,comedy,40000,4
40,romance,40000,4
70,thriller,30000,4
50,sci-fi,40000,4
60,fantasy,50000,4
70,NA,40000,4
70,crime,40000,4
80,NA,40000,4
10,romance,60000,4
30,romance,50000,4
20,mystery,70000,4
20,romance,60000,4
60,fantasy,50000,4
30,comedy,50000,4
600,NA,30000,4
100,mystery,30000,4
30,young adult,50000,4
90,young adult,40000,4
30,fantasy,50000,4
700,NA,40000,4
50,young adult,40000,4
40,young adult,50000,4
0,mystery,50000,4
20,romance,20000,4
50,thriller,30000,4
40,romance,40000,4
100,mystery,50000,4
100,horror,50000,4
40,fantasy,40000,5
50,mystery,40000,4
30,romance,60000,4
30,NA,40000,4
50,young adult,50000,4
100,mystery,50000,4
60,mystery,40000,4
30,young adult,40000,4
40,romance,60000,4
100,horror,50000,4
400,fantasy,40000,4
30,drama,40000,4
30,young adult,60000,4
10,comedy,40000,4
80,romance,40000,4
40,NA,40000,4
20,fantasy,40000,4
40,young adult,50000,4
50,romance,40000,4
40,drama,30000,4
50,young adult,60000,4
50,fantasy,40000,4
90,mystery,40000,4
70,mystery,40000,4
50,fantasy,50000,4
10,young adult,50000,4
50,romance,40000,4
40,NA,40000,4
60,young adult,40000,4
60,fantasy,40000,4
40,mystery,40000,4
10,fantasy,60000,4
90,thriller,40000,4
30,young adult,50000,4
20,romance,50000,4
70,thriller,20000,4
0,mystery,40000,4
90,mystery,40000,4
50,fantasy,40000,4
50,young adult,50000,4
200,drama,50000,4
60,fantasy,30000,4
70,romance,40000,4
100,romance,40000,4
20,fantasy,40000,4
30,fantasy,40000,4
10,young adult,60000,4
60,romance,40000,4
80,fantasy,40000,4
90,fantasy,40000,4
30,NA,40000,4
50,fantasy,40000,4
60,fantasy,30000,4
100,mystery,40000,4
10,fantasy,30000,4
30,fantasy,60000,4
70,NA,40000,4
60,horror,30000,4
50,fantasy,40000,4
60,fantasy,40000,4
50,NA,40000,4
30,mystery,40000,4
40,young adult,50000,4
80,thriller,40000,4
40,mystery,50000,4
100,mystery,20000,4
60,romance,40000,4
50,romance,40000,4
30,romance,40000,4
20,young adult,50000,4
60,thriller,40000,4
20,romance,60000,4
10,fantasy,40000,4
100,fantasy,40000,4
50,NA,40000,4
50,NA,30000,4
40,romance,60000,4
40,NA,30000,4
60,mystery,50000,4
40,fantasy,50000,4
50,fantasy,40000,4
20,fantasy,40000,4
60,drama,40000,4
30,young adult,50000,4
30,young adult,50000,4
100,fantasy,40000,4
60,fantasy,40000,4
70,romance,40000,3
40,young adult,50000,4
10,young adult,40000,4
40,fantasy,40000,4
20,NA,30000,4
20,fantasy,40000,4
50,fantasy,40000,4
90,thriller,30000,4
30,fantasy,50000,4
90,Contemporary,40000,4
50,NA,40000,4
70,NA,40000,4
30,fantasy,50000,4
100,horror,40000,4
80,fantasy,40000,4
60,fantasy,40000,4
70,fantasy,50000,4
0,fantasy,60000,4
20,NA,40000,4
70,NA,40000,4
50,young adult,50000,4
40,romance,40000,4
30,mystery,40000,4
80,thriller,30000,4
70,NA,40000,4
50,romance,50000,4
10,fantasy,40000,4
30,horror,40000,4
30,fantasy,30000,3
60,fantasy,40000,4
30,young adult,50000,4
80,fantasy,50000,4
300,mystery,40000,4
90,sci-fi,40000,4
20,fantasy,40000,4
60,fantasy,30000,3
20,young adult,40000,4
40,fantasy,40000,3
100,mystery,40000,4
40,NA,40000,4
500,romance,40000,4
30,sci-fi,30000,4
70,fantasy,40000,4
30,mystery,40000,4
60,NA,30000,4
70,crime,40000,4
100,NA,40000,4
70,NA,40000,4
40,sci-fi,20000,4
70,romance,40000,4
40,romance,50000,4
30,fantasy,40000,4
100,horror,40000,4
40,fantasy,40000,4
40,thriller,30000,4
30,sci-fi,30000,4
200,thriller,40000,4
30,fantasy,40000,4
70,mystery,40000,4
80,fantasy,30000,4
200,fantasy,30000,4
80,thriller,40000,4
20,romance,40000,4
50,thriller,30000,4
10,fantasy,40000,4
30,fantasy,20000,5
50,romance,30000,4
60,young adult,50000,4
70,mystery,40000,3
30,mystery,40000,4
20,young adult,50000,4
40,fantasy,60000,4
70,romance,30000,4
100,sci-fi,40000,4
20,fantasy,30000,4
20,mystery,30000,4
90,thriller,40000,4
20,young adult,50000,4
0,fantasy,40000,4
30,romance,50000,4
70,fantasy,40000,4
400,drama,40000,4
40,romance,50000,4
70,romance,40000,3
80,mystery,40000,4
70,NA,30000,4
40,fantasy,50000,4
50,romance,50000,4
20,mystery,30000,4
90,sci-fi,30000,4
700,fantasy,40000,4
60,fantasy,40000,4
40,fantasy,40000,4
60,NA,20000,4
30,fantasy,60000,4
100,comedy,40000,4
60,NA,30000,4
100,drama,40000,4
10,romance,50000,4
60,young adult,40000,4
30,sci-fi,40000,4
30,young adult,40000,4
30,NA,30000,4
50,young adult,50000,4
70,mystery,40000,4
40,sci-fi,30000,4
20,NA,40000,4
90,comedy,40000,3
100,mystery,40000,4
30,romance,40000,4
40,romance,60000,4
40,fantasy,50000,4
40,drama,40000,4
10,comedy,40000,4
60,romance,30000,4
70,romance,40000,4
20,fantasy,40000,4
20,drama,30000,4
200,NA,30000,4
20,young adult,40000,4
10,fantasy,40000,4
30,fantasy,60000,4
20,sci-fi,30000,4
50,romance,40000,4
30,NA,30000,4
50,romance,50000,4
40,crime,40000,4
50,young adult,50000,4
80,mystery,30000,4
30,young adult,50000,4
40,romance,40000,4
40,young adult,40000,4
100,young adult,40000,3
100,crime,30000,4
50,romance,40000,4
30,fantasy,50000,4
30,fantasy,30000,4
100,thriller,40000,4
50,young adult,50000,4
50,fantasy,20000,4
50,romance,40000,4
70,fantasy,40000,4
60,romance,30000,4
50,NA,50000,4
20,fantasy,50000,4
20,comedy,30000,4
50,sci-fi,30000,4
60,mystery,40000,4
30,NA,30000,4
60,fantasy,40000,4
100,young adult,40000,4
10,NA,40000,4
40,thriller,30000,4
40,fantasy,50000,4
100,sci-fi,40000,4
30,fantasy,40000,4
40,fantasy,60000,4
30,NA,40000,4
60,young adult,40000,3
40,romance,40000,4
30,fantasy,40000,4
40,sci-fi,40000,4
40,romance,40000,4
20,fantasy,30000,4
70,romance,30000,4
80,horror,40000,4
40,romance,30000,4
100,mystery,40000,4
50,sci-fi,40000,4
80,thriller,30000,4
30,fantasy,60000,4
80,young adult,40000,4
40,drama,40000,4
50,fantasy,40000,4
100,sci-fi,40000,4
50,NA,40000,4
60,fantasy,30000,4
200,NA,30000,4
50,NA,30000,4
40,NA,30000,4
0,NA,30000,4
80,romance,30000,4
50,fantasy,40000,4
10,sci-fi,30000,4
10,romance,40000,4
50,horror,40000,4
80,fantasy,40000,4
20,romance,60000,4
500,NA,30000,4
50,comedy,40000,4
40,young adult,50000,4
10,romance,30000,4
70,mystery,30000,3
30,romance,60000,4
30,NA,30000,4
0,horror,40000,4
60,fantasy,40000,4
30,romance,70000,4
60,thriller,40000,4
70,fantasy,40000,4
70,thriller,40000,4
40,sci-fi,30000,4
60,fantasy,40000,4
40,fantasy,40000,4
40,romance,40000,4
40,NA,30000,4
30,fantasy,30000,4
50,mystery,30000,4
60,young adult,50000,4
40,young adult,40000,4
60,NA,30000,4
40,young adult,50000,4
30,romance,50000,4
40,fantasy,40000,4
20,mystery,30000,4
40,fantasy,40000,4
40,romance,50000,4
70,sci-fi,40000,4
20,NA,30000,4
20,fantasy,40000,4
50,fantasy,50000,4
100,fantasy,30000,4
30,romance,50000,4
60,romance,30000,4
50,fantasy,40000,3
0,NA,20000,4
40,crime,30000,4
30,romance,40000,4
90,young adult,40000,3
50,romance,50000,4
50,NA,20000,4
30,romance,40000,4
700,drama,30000,4
50,drama,40000,4
50,fantasy,40000,4
20,fantasy,50000,4
10,fantasy,30000,4
50,fantasy,50000,4
60,fantasy,40000,4
0,mystery,30000,4
60,fantasy,40000,4
50,fantasy,40000,4
200,NA,30000,4
30,fantasy,40000,4
30,horror,40000,4
40,mystery,30000,4
100,young adult,40000,4
30,young adult,40000,4
20,young adult,40000,4
70,NA,30000,4
40,sci-fi,30000,4
200,romance,30000,4
80,thriller,40000,4
20,NA,40000,4
800,fantasy,40000,4
50,mystery,40000,4
20,young adult,40000,4
70,thriller,40000,4
50,fantasy,40000,3
80,mystery,40000,4
50,romance,40000,4
30,NA,40000,4
50,NA,30000,4
20,fantasy,40000,4
0,NA,30000,4
100,mystery,40000,4
90,mystery,40000,4
70,young adult,40000,4
10,romance,50000,4
10,romance,20000,4
30,fantasy,40000,4
100,mystery,30000,4
30,NA,30000,4
0,NA,30000,4
100,sci-fi,40000,4
30,mystery,40000,4
30,romance,30000,4
20,fantasy,30000,4
90,fantasy,40000,4
30,young adult,40000,4
40,romance,50000,4
300,drama,40000,4
30,fantasy,50000,4
80,fantasy,30000,4
20,sci-fi,30000,4
20,fantasy,50000,5
60,thriller,20000,4
30,romance,30000,4
60,sci-fi,30000,4
30,drama,20000,4
20,drama,40000,4
60,mystery,40000,4
50,thriller,20000,4
50,drama,20000,4
20,romance,50000,4
40,NA,40000,4
20,young adult,40000,4
30,romance,50000,4
40,fantasy,40000,4
90,romance,40000,4
10,sci-fi,30000,4
40,fantasy,40000,4
40,NA,30000,4
70,fantasy,30000,4
70,young adult,50000,4
50,young adult,40000,4
30,NA,40000,4
20,NA,30000,4
50,thriller,30000,4
30,fantasy,30000,4
90,romance,30000,3
90,NA,30000,4
40,romance,50000,4
50,NA,30000,4
40,young adult,40000,4
30,mystery,40000,4
20,romance,50000,4
20,fantasy,50000,4
40,fantasy,50000,4
30,NA,30000,4
20,young adult,40000,4
50,fantasy,50000,4
40,fantasy,30000,4
50,fantasy,40000,4
50,young adult,40000,4
50,thriller,40000,4
70,fantasy,50000,4
70,suspense,30000,3
50,fantasy,50000,4
70,sci-fi,30000,4
20,young adult,30000,4
30,horror,40000,4
30,drama,30000,4
10,young adult,60000,4
70,thriller,40000,4
60,mystery,40000,4
70,romance,40000,4
50,fantasy,30000,4
40,romance,50000,4
80,thriller,30000,4
60,fantasy,40000,4
70,mystery,30000,4
40,thriller,30000,4
30,NA,30000,4
50,sci-fi,20000,4
100,fantasy,30000,4
70,NA,40000,4
50,thriller,30000,4
60,crime,30000,4
60,young adult,40000,4
60,NA,40000,4
40,sci-fi,40000,4
50,mystery,40000,4
50,NA,30000,4
40,young adult,40000,4
800,NA,30000,4
100,mystery,10000,4
60,fantasy,30000,4
80,mystery,30000,4
50,fantasy,50000,4
10,romance,30000,4
30,fantasy,40000,4
100,romance,40000,4
40,NA,40000,4
40,mystery,30000,4
70,mystery,40000,4
70,romance,50000,4
60,thriller,30000,4
70,fantasy,40000,4
90,young adult,40000,4
60,horror,30000,4
50,thriller,30000,4
20,NA,40000,4
40,sci-fi,30000,4
30,NA,30000,4
10,young adult,50000,4
70,romance,30000,4
40,young adult,40000,3
20,fantasy,30000,4
30,drama,30000,4
30,sci-fi,30000,4
50,young adult,40000,4
50,fantasy,40000,4
50,mystery,40000,4
40,fantasy,40000,4
60,fantasy,40000,4
60,romance,40000,4
40,romance,40000,4
40,young adult,50000,4
100,young adult,40000,4
40,fantasy,40000,4
40,fantasy,40000,4
40,mystery,30000,4
20,fantasy,20000,5
80,mystery,30000,4
30,young adult,40000,4
20,fantasy,40000,4
70,mystery,30000,4
10,fantasy,30000,4
50,NA,30000,4
10,young adult,40000,4
20,comedy,30000,4
80,fantasy,40000,4
30,fantasy,30000,4
30,sci-fi,30000,4
40,romance,50000,4
100,fantasy,30000,4
30,sci-fi,30000,4
60,romance,30000,4
0,fantasy,30000,4
40,fantasy,40000,4
40,young adult,40000,4
30,mystery,40000,4
40,fantasy,50000,4
50,NA,30000,4
30,romance,40000,4
50,mystery,30000,4
50,horror,30000,4
40,young adult,40000,4
20,NA,30000,4
30,mystery,20000,4
40,young adult,40000,4
50,thriller,30000,4
70,NA,40000,4
30,mystery,30000,4
50,fantasy,30000,4
100,thriller,30000,4
10,comedy,30000,4
100,romance,30000,4
50,romance,30000,4
20,young adult,40000,4
30,fantasy,40000,4
600,sci-fi,30000,4
50,young adult,40000,4
40,young adult,30000,4
200,romance,30000,4
50,fantasy,30000,4
80,fantasy,40000,4
30,fantasy,40000,4
60,romance,30000,4
60,drama,30000,4
30,romance,30000,5
20,fantasy,50000,4
40,drama,40000,3
60,fantasy,40000,4
50,fantasy,30000,3
70,NA,30000,4
60,fantasy,30000,4
20,NA,30000,4
50,romance,40000,4
60,crime,30000,4
40,young adult,40000,4
500,romance,40000,4
50,sci-fi,30000,3
40,fantasy,40000,4
40,romance,50000,4
10,young adult,30000,4
80,NA,30000,4
50,NA,30000,4
30,fantasy,50000,4
20,NA,30000,4
40,young adult,40000,4
40,NA,30000,4
40,thriller,30000,4
100,fantasy,40000,4
70,young adult,30000,4
90,drama,30000,4
50,young adult,40000,4
60,fantasy,30000,4
70,mystery,40000,4
30,fantasy,50000,4
30,romance,30000,4
40,young adult,40000,4
0,sci-fi,30000,4
60,young adult,40000,4
50,sci-fi,30000,4
20,fantasy,30000,4
80,horror,30000,4
40,young adult,40000,4
70,crime,30000,4
30,young adult,40000,4
60,fantasy,40000,4
40,young adult,40000,4
50,young adult,40000,4
30,young adult,50000,4
40,mystery,40000,4
60,suspense,30000,4
300,fantasy,40000,4
40,mystery,30000,4
50,fantasy,30000,4
30,horror,40000,4
60,romance,30000,4
60,thriller,30000,4
30,young adult,50000,4
30,young adult,50000,4
30,fantasy,50000,4
60,romance,20000,4
70,fantasy,40000,4
50,romance,50000,4
600,romance,30000,4
60,romance,30000,4
20,romance,50000,4
50,thriller,30000,4
70,sci-fi,30000,4
50,romance,30000,4
20,young adult,40000,4
80,NA,20000,4
100,crime,30000,4
40,romance,30000,4
10,drama,30000,4
30,sci-fi,30000,4
10,fantasy,30000,4
20,romance,40000,4
60,romance,30000,4
10,romance,50000,4
90,mystery,30000,4
30,fantasy,40000,4
200,fantasy,30000,4
40,drama,30000,4
200,fantasy,40000,4
700,comedy,30000,4
40,NA,30000,4
20,mystery,40000,4
20,NA,30000,4
30,comedy,30000,4
50,NA,30000,4
90,thriller,30000,4
0,young adult,30000,5
50,young adult,40000,4
30,young adult,30000,4
40,NA,30000,4
50,romance,30000,3
80,mystery,40000,4
30,fantasy,30000,4
200,horror,30000,4
40,young adult,30000,4
40,young adult,40000,4
30,romance,50000,4
80,NA,30000,4
50,romance,30000,4
40,thriller,20000,4
60,fantasy,40000,4
60,young adult,40000,4
20,NA,30000,4
30,fantasy,40000,4
100,mystery,30000,4
100,fantasy,30000,4
50,mystery,30000,4
40,fairy-tales,40000,4
30,fantasy,40000,4
30,mystery,30000,4
10,fantasy,30000,5
10,fantasy,30000,4
20,young adult,50000,4
0,mystery,30000,4
50,NA,30000,4
30,mystery,40000,4
80,NA,30000,4
50,NA,30000,4
100,young adult,40000,4
70,drama,20000,4
50,horror,30000,4
70,mystery,30000,4
50,romance,30000,4
50,NA,30000,4
100,fantasy,40000,4
90,sci-fi,30000,4
70,fantasy,30000,4
20,sci-fi,30000,4
40,young adult,40000,4
300,fantasy,40000,4
40,fantasy,40000,4
100,NA,30000,4
10,romance,40000,4
30,fantasy,40000,5
60,young adult,40000,4
40,young adult,40000,4
200,drama,30000,4
40,horror,40000,4
70,fantasy,30000,4
70,young adult,40000,4
60,drama,30000,4
50,NA,20000,4
20,NA,30000,4
90,fantasy,30000,4
10,young adult,30000,5
50,fantasy,40000,4
60,romance,30000,4
80,mystery,30000,4
40,sci-fi,30000,4
10,horror,30000,4
60,mystery,30000,4
40,fantasy,30000,4
20,NA,30000,4
30,fantasy,50000,4
20,romance,40000,4
100,mystery,40000,4
100,NA,30000,4
50,sci-fi,30000,4
50,mystery,30000,4
30,mystery,40000,4
60,young adult,30000,4
50,romance,50000,4
40,young adult,40000,4
70,fantasy,30000,4
60,romance,30000,4
60,fantasy,40000,4
30,young adult,50000,4
80,NA,30000,4
70,crime,20000,4
100,fantasy,30000,4
30,mystery,30000,4
60,NA,30000,4
100,fantasy,30000,4
60,horror,30000,4
60,NA,30000,4
10,drama,30000,4
100,horror,30000,4
20,fantasy,50000,4
70,fantasy,20000,4
30,drama,30000,4
40,crime,30000,4
70,romance,30000,4
50,fantasy,30000,4
200,young adult,50000,4
300,romance,30000,4
30,romance,30000,4
100,drama,30000,3
20,NA,30000,4
70,thriller,30000,4
30,young adult,40000,4
90,romance,20000,3
40,fantasy,20000,4
40,NA,30000,3
20,romance,50000,4
20,fantasy,30000,4
10,NA,30000,4
70,romance,40000,4
40,fantasy,30000,4
70,mystery,20000,4
0,romance,30000,4
40,young adult,30000,4
100,mystery,30000,4
80,comfort-food,30000,4
40,young adult,40000,4
60,mystery,30000,4
80,thriller,30000,4
40,young adult,30000,4
30,young adult,40000,4
60,fantasy,40000,4
50,thriller,30000,4
70,romance,40000,4
100,horror,30000,4
20,young adult,40000,4
70,mystery,30000,4
30,NA,30000,4
20,drama,30000,4
40,fantasy,30000,4
50,fantasy,30000,4
50,young adult,50000,4
30,fantasy,40000,4
30,sci-fi,30000,4
50,fantasy,30000,4
40,romance,30000,4
50,NA,20000,4
70,fantasy,40000,4
60,romance,40000,4
40,romance,40000,4
20,young adult,40000,4
90,young adult,30000,4
50,NA,20000,4
30,fantasy,30000,4
40,romance,40000,4
40,thriller,30000,4
20,fantasy,40000,4
40,romance,40000,4
20,mystery,30000,4
30,fantasy,30000,3
60,romance,30000,3
90,young adult,30000,4
80,mystery,40000,4
100,mystery,30000,4
20,romance,50000,4
60,fantasy,40000,4
20,romance,40000,4
10,fantasy,40000,4
40,romance,30000,4
70,horror,30000,4
60,sci-fi,30000,4
30,NA,30000,4
30,romance,20000,4
400,fantasy,30000,4
90,romance,30000,4
400,romance,30000,4
70,romance,30000,4
40,thriller,30000,4
30,romance,40000,5
30,drama,30000,4
20,drama,30000,4
50,young adult,40000,4
80,mystery,30000,3
10,fantasy,30000,5
40,fantasy,40000,4
10,NA,20000,4
80,mystery,30000,4
40,NA,20000,4
20,NA,20000,4
30,fantasy,30000,4
30,NA,30000,4
50,young adult,40000,4
200,mystery,40000,4
10,fantasy,20000,5
20,romance,50000,4
40,fantasy,40000,4
50,young adult,30000,4
40,NA,30000,4
40,mystery,30000,4
20,young adult,40000,4
50,fantasy,20000,4
30,fantasy,40000,5
70,young adult,30000,4
80,sci-fi,30000,4
30,fantasy,40000,4
20,fantasy,50000,4
50,sci-fi,30000,4
60,sci-fi,30000,4
30,fantasy,30000,4
40,fantasy,30000,4
20,NA,20000,4
30,mystery,30000,3
50,fantasy,30000,4
500,romance,30000,4
800,NA,30000,4
40,romance,30000,4
70,romance,30000,4
30,romance,30000,4
10,fantasy,40000,4
20,comedy,30000,4
30,young adult,50000,4
50,thriller,30000,4
40,romance,40000,4
