Rounded up rating,ratings_count,Genre,Class
5,43863,romance,no
4,34445,thriller,no
5,51640,young adult,no
5,36505,sci-fi,no
5,49987,fantasy,no
5,40239,#N/A,no
4,39031,crime,no
4,37205,#N/A,no
5,60279,romance,no
5,53321,romance,no
4,69018,mystery,no
5,61203,romance,no
5,45373,fantasy,no
4,47809,comedy,no
5,33225,#N/A,no
4,34730,mystery,no
4,49106,young adult,no
5,36751,young adult,no
4,39710,romance,yes
5,54997,fantasy,no
5,37181,#N/A,no
4,44830,young adult,no
4,37376,drama,no
5,52376,young adult,no
5,45029,mystery,no
4,45760,horror,no
5,20554,romance,no
4,32267,thriller,no
4,42112,romance,no
5,46604,mystery,no
4,49405,horror,no
5,44811,fantasy,no
4,38516,mystery,no
4,48196,drama,no
5,63533,romance,no
5,37200,#N/A,no
4,48268,young adult,no
4,46498,mystery,no
5,39990,mystery,no
4,44150,young adult,yes
5,35799,young adult,no
5,36682,young adult,no
4,62029,romance,no
5,48364,horror,no
5,42590,fantasy,no
5,39917,young adult,no
4,42122,drama,no
5,60629,young adult,no
4,43183,horror,yes
4,41884,comedy,no
5,40943,romance,no
5,41857,mystery,yes
5,40289,#N/A,no
5,40871,mystery,no
4,42764,fantasy,no
5,54902,young adult,no
4,39531,romance,no
4,34996,drama,no
5,43781,drama,no
4,55993,young adult,no
5,43700,fantasy,no
4,38387,mystery,no
5,37594,mystery,no
4,45102,fantasy,no
5,46993,young adult,no
5,44509,romance,no
5,37601,#N/A,no
5,44197,young adult,no
5,42472,fantasy,no
4,41970,mystery,no
4,57326,fantasy,no
4,38524,thriller,no
4,51745,young adult,no
5,54590,romance,no
5,20725,thriller,no
5,36863,mystery,no
5,44383,mystery,no
4,39682,fantasy,no
5,42828,thriller,no
4,32333,mystery,no
5,46722,young adult,no
4,46675,drama,no
4,33510,fantasy,no
5,43455,romance,no
4,44834,romance,no
5,42827,fantasy,no
4,41177,romance,no
5,43520,fantasy,no
5,58879,young adult,no
5,41940,romance,no
5,35888,fantasy,no
5,38890,fantasy,no
4,37671,#N/A,no
4,50699,fantasy,yes
5,37728,fantasy,no
5,26350,fantasy,no
4,36825,mystery,no
4,29639,fantasy,no
5,55442,fantasy,no
4,38152,#N/A,no
5,33780,horror,no
4,41502,fantasy,no
4,43086,fantasy,no
4,35852,#N/A,no
4,38323,fantasy,no
4,39115,mystery,no
5,51772,young adult,no
5,37434,thriller,no
4,52215,mystery,no
4,22230,mystery,no
5,42696,romance,no
4,41631,romance,no
5,36765,romance,no
4,50383,young adult,no
5,36048,thriller,no
5,58808,romance,no
5,41867,fantasy,no
5,34136,fantasy,no
4,37354,fantasy,no
5,37284,#N/A,no
4,33160,#N/A,no
5,55720,romance,no
4,32507,#N/A,no
5,46665,mystery,no
5,50976,fantasy,no
5,41271,fantasy,no
5,41816,fantasy,no
4,36571,drama,no
5,52982,young adult,no
5,45718,young adult,no
4,44710,fantasy,no
5,42148,fantasy,no
4,38551,young adult,no
4,37410,romance,no
4,51537,young adult,no
5,42240,young adult,no
4,38743,fantasy,no
5,34055,#N/A,no
5,39464,fantasy,no
5,37862,fantasy,no
4,33879,thriller,no
5,49667,fantasy,no
4,39485,Contemporary,no
4,37601,#N/A,no
5,38462,#N/A,no
5,46731,fantasy,no
5,40289,horror,no
5,43980,fantasy,no
5,44496,fantasy,no
5,48381,fantasy,no
4,56913,fantasy,no
5,36326,#N/A,no
5,37613,#N/A,no
5,47002,young adult,no
5,39572,romance,no
4,41021,mystery,no
4,29071,thriller,no
5,37995,thriller,no
5,48111,fantasy,no
5,40565,#N/A,no
5,43578,#N/A,no
4,53937,romance,no
5,40650,fantasy,no
5,38018,horror,no
4,31271,fantasy,no
4,41058,fantasy,no
4,54819,young adult,no
5,47875,fantasy,no
4,42952,mystery,no
4,40415,sci-fi,no
5,37349,crime,yes
5,42769,fantasy,no
4,33787,fantasy,no
4,42950,young adult,no
4,38955,fantasy,no
5,37717,mystery,no
4,39402,#N/A,no
4,41793,romance,no
4,34839,sci-fi,no
5,43626,fantasy,no
4,42656,mystery,no
5,34088,#N/A,no
5,40866,crime,no
5,35971,#N/A,no
4,39150,thriller,yes
5,37369,romance,no
4,37196,#N/A,no
4,20626,sci-fi,no
4,42128,romance,no
4,47720,romance,no
5,41437,fantasy,no
4,40734,horror,no
4,43541,fantasy,no
5,34242,thriller,no
4,33465,sci-fi,no
5,37557,thriller,no
5,43941,fantasy,no
4,39948,mystery,no
4,32323,fantasy,no
4,28283,fantasy,no
5,36240,thriller,no
5,42094,young adult,yes
4,43737,romance,no
4,33264,thriller,no
5,35061,fantasy,no
5,20567,fantasy,no
4,33481,romance,no
4,51250,young adult,no
4,36504,mystery,no
4,42084,mystery,no
4,51454,young adult,no
5,56635,fantasy,no
4,36207,young adult,no
5,33395,romance,no
4,36907,sci-fi,no
5,34289,fantasy,no
5,34720,mystery,no
5,36265,thriller,no
4,47824,young adult,no
5,38907,fantasy,no
5,54718,romance,no
5,36021,fantasy,no
4,39518,drama,no
5,51282,romance,no
4,35792,romance,no
4,41555,mystery,no
5,33586,#N/A,no
5,52170,fantasy,no
5,53980,romance,no
4,31741,mystery,no
4,34362,sci-fi,no
4,39169,fantasy,no
5,38851,fantasy,no
5,43332,fantasy,no
5,54443,young adult,no
5,19619,#N/A,no
5,56637,fantasy,no
4,35855,comedy,no
5,30255,#N/A,no
4,42317,drama,no
4,50442,romance,no
5,43024,young adult,no
4,37479,sci-fi,no
5,42530,young adult,no
4,32751,#N/A,no
4,47690,young adult,no
5,41500,mystery,no
4,34536,sci-fi,yes
4,33861,sci-fi,no
5,51432,young adult,no
4,42256,#N/A,no
4,39486,comedy,no
5,36748,mystery,no
5,36972,romance,no
5,55764,romance,no
4,54602,fantasy,no
4,40651,drama,no
5,38297,comedy,no
4,31774,romance,no
4,40137,romance,no
5,44319,fantasy,no
4,31249,drama,no
5,34739,#N/A,no
5,36028,young adult,no
5,36496,fantasy,no
5,56836,fantasy,no
4,31669,sci-fi,no
4,39334,romance,no
5,33979,#N/A,no
4,51854,romance,no
5,35824,crime,no
4,49050,young adult,no
4,38179,thriller,no
4,34570,thriller,yes
5,34973,mystery,no
5,45631,young adult,no
5,35122,romance,no
5,41533,young adult,no
4,40063,drama,no
4,37535,young adult,no
5,32907,crime,no
4,38954,romance,no
4,40915,horror,no
5,51571,fantasy,no
5,34419,fantasy,no
4,39100,thriller,no
5,53413,young adult,no
4,21519,fantasy,no
4,38473,romance,no
5,43460,fantasy,no
5,33973,romance,no
5,46048,#N/A,no
5,52220,fantasy,no
4,34212,comedy,no
4,34917,sci-fi,no
5,35225,mystery,no
4,33025,#N/A,no
4,42838,fantasy,no
5,38240,young adult,no
5,36466,#N/A,no
5,31864,thriller,no
5,52165,fantasy,no
5,40342,sci-fi,no
5,41052,fantasy,no
5,58175,fantasy,no
5,37270,#N/A,no
4,41202,young adult,no
5,53227,fantasy,no
4,38537,romance,no
5,41344,fantasy,no
5,40781,sci-fi,no
4,37252,romance,no
4,25934,fantasy,no
4,29059,romance,no
5,34460,crime,no
5,43602,horror,no
5,32858,romance,no
5,36497,mystery,no
5,37197,sci-fi,no
5,27578,thriller,no
5,55218,fantasy,no
5,36840,young adult,no
5,38013,drama,no
4,35131,fantasy,no
5,39003,sci-fi,no
5,37561,#N/A,no
5,32504,fantasy,no
5,28177,#N/A,no
4,31963,#N/A,no
5,32875,#N/A,no
4,30841,#N/A,no
4,28856,romance,no
5,38242,fantasy,no
5,32247,sci-fi,no
5,37369,romance,no
4,36882,horror,no
4,42892,fantasy,no
5,55542,romance,no
5,29122,#N/A,no
4,38157,comedy,no
5,49083,young adult,no
4,34383,romance,no
4,32637,mystery,no
5,57408,romance,no
5,35513,thriller,yes
5,33960,#N/A,no
5,36153,horror,no
5,37381,fantasy,no
5,35233,thriller,yes
4,43936,romance,yes
5,73104,romance,no
5,35278,thriller,no
5,38942,fantasy,no
4,35893,thriller,no
4,33409,sci-fi,no
5,42002,fantasy,no
5,35438,fantasy,no
4,35677,romance,no
4,33061,#N/A,no
5,31692,#N/A,no
5,33941,fantasy,no
5,27456,mystery,no
5,51580,young adult,no
5,39702,young adult,no
4,30665,#N/A,no
5,48964,young adult,no
4,45468,romance,no
5,37773,fantasy,no
5,32641,mystery,no
4,38818,fantasy,no
5,54391,romance,no
5,37986,sci-fi,no
5,29256,#N/A,no
4,43334,young adult,yes
5,38809,fantasy,no
4,51815,fantasy,no
5,32253,fantasy,no
5,47644,romance,no
4,25197,romance,no
4,38387,fantasy,no
5,19176,#N/A,no
4,27819,crime,no
4,36469,romance,no
4,44222,young adult,no
5,45961,romance,no
4,15616,#N/A,no
4,37026,romance,no
4,33346,drama,no
4,40065,drama,no
4,43524,fantasy,no
5,46269,fantasy,no
5,32163,fantasy,no
5,49448,fantasy,no
4,43998,fantasy,no
5,33645,young adult,yes
4,25533,mystery,no
5,40138,fantasy,no
5,39795,fantasy,no
5,26713,#N/A,no
5,39926,fantasy,no
5,38879,horror,no
4,30788,mystery,no
4,41338,young adult,no
5,39677,young adult,no
4,44366,young adult,no
4,32506,#N/A,no
5,27860,sci-fi,no
5,31606,romance,no
5,37672,thriller,no
5,36963,#N/A,no
4,36680,fantasy,no
5,39440,mystery,no
4,44785,young adult,no
4,36233,thriller,no
4,42885,fantasy,no
4,37060,mystery,no
4,39927,romance,no
4,41012,#N/A,no
4,40354,horror,no
5,39802,young adult,no
4,34710,#N/A,no
5,44825,fantasy,no
4,32751,#N/A,no
5,41377,mystery,no
4,36926,mystery,no
4,35082,young adult,no
5,53089,romance,no
4,24307,romance,no
5,44068,fantasy,no
5,34702,mystery,no
4,33969,#N/A,no
5,32611,#N/A,no
5,34296,mystery,yes
5,35247,sci-fi,no
4,37663,mystery,no
5,34603,romance,no
5,34661,fantasy,no
5,38753,fantasy,no
4,40404,fantasy,yes
4,42426,young adult,no
5,53738,romance,no
4,40237,drama,no
5,46756,fantasy,no
5,33398,fantasy,no
4,33070,sci-fi,no
5,47549,fantasy,no
4,19107,thriller,no
4,27563,romance,no
5,29859,sci-fi,no
4,16032,drama,no
5,42421,drama,no
5,38503,mystery,no
4,20999,thriller,no
5,23374,drama,no
5,49620,romance,no
4,35412,#N/A,no
4,42028,young adult,no
5,48278,romance,no
5,37607,fantasy,no
5,35913,romance,no
5,30790,sci-fi,no
5,44115,fantasy,no
4,28943,#N/A,no
4,28291,fantasy,no
4,46442,young adult,no
4,42164,young adult,no
5,35786,#N/A,no
5,32016,thriller,yes
4,32564,#N/A,no
5,27953,thriller,no
5,32170,fantasy,no
4,30713,romance,no
5,29684,#N/A,no
5,53131,romance,no
5,33427,romance,yes
4,33893,#N/A,no
5,38484,drama,no
5,38142,young adult,no
4,36002,mystery,no
4,50929,romance,no
5,48028,fantasy,no
5,50689,fantasy,no
5,29369,#N/A,no
4,39477,young adult,no
4,29456,romance,no
5,49321,fantasy,no
5,32300,fantasy,no
4,21053,romance,no
5,32914,fantasy,no
5,40098,fantasy,no
4,39114,young adult,no
4,36383,thriller,no
5,47315,fantasy,no
4,34577,suspense,no
5,46077,fantasy,no
4,34822,sci-fi,no
5,33779,young adult,no
4,38956,horror,no
4,34128,drama,no
5,57062,young adult,no
4,35804,thriller,no
5,39214,mystery,no
4,41284,romance,no
5,34042,fantasy,no
5,54585,romance,no
4,28853,thriller,no
5,36268,fantasy,no
4,26931,mystery,no
5,30675,thriller,no
5,31308,#N/A,no
5,22327,sci-fi,no
4,27987,fantasy,no
5,35147,#N/A,no
5,30081,thriller,no
5,36501,young adult,no
4,30583,crime,no
4,38701,young adult,no
4,16565,romance,yes
5,41524,#N/A,no
4,35724,sci-fi,no
5,35071,mystery,no
5,30688,fantasy,yes
5,30270,#N/A,no
5,38819,young adult,no
4,34675,#N/A,no
4,14610,mystery,no
4,26604,fantasy,no
4,34168,mystery,no
5,48234,fantasy,no
5,34149,romance,no
5,35641,horror,no
4,41049,fantasy,no
5,36007,romance,no
4,40090,#N/A,no
5,32490,mystery,no
5,44395,mystery,no
5,45089,romance,no
5,34952,thriller,no
5,36758,fantasy,no
5,39296,young adult,no
4,34661,horror,no
4,31579,thriller,no
5,37886,#N/A,no
5,37054,horror,yes
4,32313,sci-fi,no
5,31399,#N/A,no
4,51368,young adult,no
5,29807,romance,no
4,43723,young adult,no
5,33076,fantasy,no
5,32761,drama,no
4,33228,sci-fi,no
5,36576,romance,no
5,33028,romance,no
4,38196,young adult,no
5,37312,fantasy,no
4,36437,mystery,no
5,42632,fantasy,no
5,19325,young adult,no
5,39419,fantasy,no
5,40323,romance,no
4,35064,romance,no
5,46332,young adult,no
4,40356,young adult,no
4,35890,fantasy,no
5,44879,fantasy,no
4,30834,mystery,no
5,22917,fantasy,no
5,34121,mystery,no
5,36068,young adult,no
5,39453,fantasy,no
5,32426,mystery,no
5,34951,fantasy,no
4,25990,#N/A,no
5,42759,young adult,no
4,32176,comedy,no
5,37961,fantasy,no
4,29805,fantasy,no
4,29389,sci-fi,no
4,45634,romance,no
4,26060,fantasy,no
5,32337,fantasy,no
4,31073,sci-fi,no
4,32744,romance,no
5,31886,fantasy,no
5,37948,fantasy,no
4,35150,young adult,no
5,35694,mystery,no
5,32048,crime,yes
4,46567,fantasy,no
4,29675,#N/A,no
5,42238,romance,no
4,29369,mystery,no
4,31735,horror,no
4,42493,young adult,no
5,32275,#N/A,no
4,22933,mystery,no
5,38461,young adult,no
5,28647,thriller,no
5,35566,#N/A,no
5,30617,mystery,no
4,33593,fantasy,no
4,33675,thriller,no
4,31685,comedy,no
5,28159,romance,no
4,38033,romance,yes
4,26662,romance,no
5,36207,young adult,no
5,44119,fantasy,no
4,31377,sci-fi,no
4,44513,young adult,no
4,30125,young adult,no
5,29048,romance,no
5,33286,fantasy,no
4,37938,fantasy,no
5,37211,fantasy,no
4,32185,romance,no
5,33220,drama,no
5,32386,romance,no
5,46096,fantasy,no
5,34158,thriller,yes
4,35752,drama,no
5,37045,fantasy,no
4,31583,fantasy,no
5,28619,#N/A,no
5,31341,fantasy,no
4,30676,#N/A,no
5,44104,romance,no
5,30919,crime,no
5,41067,young adult,no
4,36017,romance,no
4,29946,sci-fi,no
5,44806,fantasy,no
5,45447,romance,no
5,32818,young adult,no
5,33698,#N/A,no
5,31616,#N/A,no
5,45843,fantasy,no
5,33525,#N/A,no
4,34587,young adult,no
4,40369,young adult,no
5,28501,#N/A,no
5,28845,thriller,no
4,36663,fantasy,no
5,32069,young adult,no
4,30531,drama,no
4,38633,young adult,no
4,29577,fantasy,no
5,35970,mystery,no
5,51165,fantasy,no
5,30177,romance,no
4,30040,thriller,no
5,39938,young adult,no
5,27519,sci-fi,no
5,42479,young adult,no
5,33145,sci-fi,no
5,33634,fantasy,no
4,34722,horror,no
5,36389,young adult,no
4,34189,crime,no
5,33240,romance,no
4,44488,young adult,no
4,42802,fantasy,no
4,36803,young adult,no
4,38594,young adult,no
5,48116,young adult,no
4,44256,mystery,no
5,30595,suspense,no
4,36867,fantasy,no
4,33486,mystery,no
5,34172,fantasy,no
5,38448,horror,no
4,34200,romance,no
4,31070,thriller,no
5,48722,young adult,no
5,49513,young adult,no
5,50637,fantasy,no
4,23737,romance,no
5,35961,fantasy,no
4,48695,romance,no
4,33792,romance,no
5,31309,romance,no
5,49133,romance,no
5,25123,thriller,no
4,32238,sci-fi,no
4,34044,romance,no
4,35435,young adult,no
5,24907,#N/A,no
4,29913,crime,no
4,32755,romance,no
5,28316,drama,no
5,29154,sci-fi,no
5,32340,fantasy,no
5,42821,romance,no
4,32255,romance,no
5,46668,romance,no
4,34816,mystery,no
5,41796,fantasy,no
5,29817,fantasy,no
4,30326,drama,no
4,36477,fantasy,no
4,30250,comedy,no
5,27723,#N/A,no
4,43643,mystery,no
4,30199,#N/A,no
4,25777,comedy,no
5,28292,#N/A,no
4,27196,thriller,no
5,33015,young adult,no
4,38185,young adult,no
4,25526,young adult,no
5,30701,#N/A,no
4,30415,romance,no
5,37045,mystery,no
4,32675,fantasy,no
5,33704,horror,no
4,34823,young adult,no
4,39875,young adult,no
5,48344,romance,no
4,26626,#N/A,no
4,28020,romance,no
5,19208,thriller,no
5,40562,fantasy,no
4,38226,young adult,no
4,34502,#N/A,no
5,40369,fantasy,no
4,27314,mystery,no
4,27784,fantasy,no
5,29257,mystery,no
5,37313,fairy-tales,no
4,40346,fantasy,no
4,31294,mystery,no
5,29409,fantasy,no
5,34252,fantasy,no
5,37963,romance,yes
5,46793,young adult,no
5,32568,mystery,no
5,31174,#N/A,no
4,37475,mystery,no
5,29179,#N/A,no
4,29552,#N/A,no
5,39881,young adult,no
4,24811,drama,no
4,30599,horror,no
4,33668,mystery,no
4,31276,romance,no
4,27371,sci-fi,no
5,28674,#N/A,no
4,36237,fantasy,no
4,31610,#N/A,no
5,31686,sci-fi,no
5,25767,fantasy,no
5,26117,sci-fi,no
4,37292,young adult,no
4,34897,romance,no
4,37299,fantasy,no
5,38040,fantasy,no
4,30048,#N/A,no
4,31191,fantasy,yes
5,42280,romance,no
5,36487,fantasy,no
4,40213,young adult,no
4,40859,young adult,no
5,25544,drama,no
5,35930,horror,no
4,27652,fantasy,no
4,33997,romance,no
5,37051,young adult,no
4,25210,romance,no
5,31499,drama,no
4,23985,#N/A,no
5,27568,#N/A,no
5,32869,fantasy,no
5,30166,young adult,no
5,37943,fantasy,no
5,34973,romance,no
4,30756,mystery,no
5,28386,sci-fi,no
4,37888,young adult,no
5,34428,horror,no
4,33235,mystery,no
4,29215,fantasy,no
5,25995,#N/A,no
5,50899,fantasy,no
4,30395,spy,no
5,43605,romance,no
4,35742,mystery,no
5,31215,#N/A,no
5,27382,fantasy,no
4,30332,sci-fi,no
4,31061,mystery,no
4,38918,mystery,no
5,31712,young adult,no
5,49298,romance,no
5,42620,young adult,no
5,33784,fantasy,no
4,27628,romance,no
5,32208,romance,no
5,41448,fantasy,no
4,45756,young adult,no
5,30741,#N/A,no
4,19726,crime,no
5,28657,fantasy,no
5,31336,mystery,no
5,28129,#N/A,no
5,32867,fantasy,no
4,34795,horror,no
5,26820,#N/A,no
4,25413,drama,no
4,32129,horror,no
4,50719,fantasy,no
4,23562,fantasy,no
4,30121,drama,no
5,27237,crime,no
4,32639,romance,no
5,32139,fantasy,no
5,47657,young adult,no
5,29747,romance,no
5,29250,romance,no
4,30469,drama,no
5,29474,#N/A,no
5,33348,romance,no
4,31780,thriller,no
5,43246,young adult,no
4,24797,romance,no
5,15977,fantasy,no
5,29216,romance,yes
4,26665,#N/A,no
5,53263,romance,no
5,32218,fantasy,no
5,27007,#N/A,no
5,39925,romance,no
5,34286,fantasy,no
4,24925,mystery,no
4,27132,romance,no
5,33782,young adult,no
5,32519,mystery,no
5,27892,comfort-food,no
4,40906,young adult,no
4,29812,mystery,no
4,30608,mystery,no
4,31435,thriller,no
5,33097,young adult,no
4,38662,young adult,no
5,42358,fantasy,no
5,28205,thriller,no
5,37877,romance,no
4,31944,horror,no
4,36779,young adult,no
4,31937,mystery,no
5,26575,#N/A,no
4,27221,drama,no
5,29796,fantasy,no
4,32880,fantasy,no
5,46247,young adult,no
5,41233,fantasy,no
4,26331,sci-fi,no
5,31854,fantasy,no
4,34771,romance,no
4,23738,#N/A,no
4,36303,fantasy,no
5,43594,romance,no
4,37734,romance,no
5,44665,young adult,no
5,29416,young adult,no
4,24717,#N/A,no
5,33950,fantasy,no
5,42026,romance,no
5,32211,thriller,no
5,38069,fantasy,no
5,41359,romance,no
4,27437,mystery,no
4,29553,fantasy,no
4,30200,romance,no
4,28664,young adult,no
4,35205,mystery,no
5,30286,mystery,no
5,45712,romance,no
5,35605,fantasy,no
5,42767,romance,no
5,27011,sci-fi,yes
4,35068,fantasy,no
4,29029,romance,no
4,30993,horror,no
5,39419,young adult,no
4,28549,sci-fi,no
5,29695,#N/A,no
4,22876,romance,no
4,32846,fantasy,no
4,31617,romance,no
4,33926,romance,no
4,34484,romance,no
5,27137,thriller,no
5,44623,romance,no
4,31640,drama,no
4,29721,drama,no
4,42540,young adult,no
4,28978,mystery,no
5,32496,fantasy,no
4,37593,fantasy,no
5,24245,#N/A,no
4,32455,mystery,no
5,18825,#N/A,no
5,24450,#N/A,no
5,27432,fantasy,no
4,26888,#N/A,no
5,39406,young adult,no
4,36188,mystery,no
5,24340,fantasy,no
5,50044,romance,no
5,36193,fantasy,no
5,26210,young adult,no
5,39863,young adult,no
5,32899,#N/A,no
4,26878,mystery,no
5,27358,young adult,no
4,39455,young adult,no
5,18104,fantasy,no
5,29103,mystery,no
5,44289,fantasy,no
5,28820,young adult,no
5,29055,sci-fi,no
5,42252,fantasy,no
4,45721,fantasy,no
5,30135,sci-fi,no
5,30664,sci-fi,no
5,33764,fantasy,no
5,27146,fantasy,no
4,28063,romance,no
4,23898,#N/A,no
5,30228,young adult,yes
4,25135,mystery,no
4,32000,fantasy,no
4,26597,romance,no
4,25674,#N/A,no
4,26249,romance,no
5,33719,romance,no
4,26798,romance,no
4,35287,fantasy,no
4,27706,comedy,no
4,16536,mystery,yes
5,47773,young adult,no
5,30367,thriller,no
5,38879,romance,no
5,26364,fantasy,no
4,28006,mystery,no
4,20056,#N/A,yes
4,24898,horror,no
5,25474,sci-fi,no
4,48264,fantasy,no
4,24884,romance,no
4,27719,mystery,no
4,37324,fantasy,no
5,33220,fantasy,no
5,37232,young adult,no
5,29777,mystery,no
5,30724,fantasy,no
5,30884,fantasy,no
5,29745,mystery,no
4,33510,fantasy,no
5,25533,fantasy,no
4,30468,young adult,no
4,31851,drama,no
4,25327,young adult,no
4,30592,fantasy,no
4,30577,#N/A,no
5,22912,romance,no
4,43323,young adult,no
4,27109,romance,no
5,32709,fantasy,no
5,26232,mystery,no
5,30831,drama,no
5,24967,romance,no
5,32944,fantasy,no
4,23614,comedy,no
4,44678,romance,no
5,34271,fantasy,no
4,25371,romance,no
4,27244,drama,no
5,30403,romance,no
5,39792,fantasy,no
5,31537,fantasy,no
4,34579,young adult,no
4,26555,#N/A,no
5,35708,fantasy,no
5,30894,#N/A,no
5,26267,#N/A,no
5,33738,fantasy,no
4,26754,#N/A,no
4,32002,fantasy,no
4,24685,mystery,no
4,32699,fantasy,no
4,27675,fantasy,no
4,23294,crime,no
5,38655,fantasy,no
5,27706,fantasy,no
4,37656,young adult,no
5,32785,fantasy,no
4,24879,#N/A,no
5,26377,mystery,no
4,32490,romance,no
5,28675,fantasy,no
4,28922,comedy,no
5,28503,fantasy,no
5,41536,young adult,no
4,21798,young adult,no
4,29687,fantasy,no
4,26841,sci-fi,no
5,43181,fantasy,no
5,25099,#N/A,no
4,37682,young adult,no
4,29862,mystery,no
4,29179,romance,no
4,24727,#N/A,no
5,43435,young adult,no
5,33679,young adult,no
5,26551,comedy,no
4,39307,fantasy,no
4,32734,horror,no
5,28866,fantasy,no
5,30221,#N/A,no
4,30829,romance,no
5,30193,young adult,no
5,53570,young adult,no
5,32029,romance,no
4,37225,fantasy,no
5,34002,fantasy,no
5,25625,horror,no
5,33653,fantasy,no
5,26440,fantasy,yes
4,31883,mystery,no
5,36260,fantasy,no
4,31744,romance,no
5,28849,mystery,no
4,28581,#N/A,no
5,29596,mystery,no
5,27855,sci-fi,no
5,34094,fantasy,no
4,31771,fantasy,no
4,27207,#N/A,no
4,32861,fantasy,no
5,27116,fantasy,no
4,35296,drama,no
5,32754,young adult,no
5,30066,mystery,no
5,27904,thriller,no
4,32781,horror,no
5,33935,young adult,no
5,28857,young adult,no
5,29258,horror,no
5,35111,young adult,no
4,28058,drama,no
4,29721,horror,no
4,33086,horror,no
5,33642,#N/A,no
4,21358,romance,no
5,36759,fantasy,no
4,26070,drama,no
4,31265,crime,no
5,26295,#N/A,no
5,41837,romance,no
4,17563,fantasy,no
5,50146,romance,no
5,25493,crime,no
5,27778,romance,no
4,28050,drama,no
4,30283,#N/A,yes
4,37177,young adult,no
4,37689,young adult,no
4,23408,mystery,no
5,29848,#N/A,no
5,27105,fantasy,no
4,30180,mystery,no
5,32544,fantasy,no
5,32362,fantasy,no
4,29364,sci-fi,no
5,25306,fairy-tales,no
5,24162,romance,no
4,29372,romance,no
4,22026,romance,no
5,28655,fantasy,yes
5,29562,sci-fi,no
4,28870,#N/A,no
5,41454,romance,no
4,31035,mystery,no
4,31333,fantasy,no
5,44487,fantasy,no
4,22229,thriller,no
5,31235,romance,no
4,43203,young adult,no
4,26390,romance,yes
5,26813,#N/A,no
5,35694,fantasy,no
4,29278,young adult,no
4,27904,thriller,no
4,23614,mystery,no
5,27725,young adult,no
5,24744,#N/A,no
5,30171,fantasy,no
5,28598,#N/A,no
4,52083,romance,no
5,25389,#N/A,no
5,36683,young adult,no
4,24365,comedy,no
4,40827,romance,no
4,28149,#N/A,no
5,22847,comedy,no
4,27234,horror,no
4,32296,young adult,no
5,30834,mystery,no
4,19771,young adult,no
4,19734,romance,no
5,40519,young adult,no
5,30500,fantasy,no
5,53515,young adult,no
5,44076,romance,no
4,23407,romance,no
4,33400,young adult,no
4,25774,horror,no
5,42427,fantasy,no
4,18276,#N/A,no
4,28506,crime,no
4,40807,fantasy,no
4,43289,fantasy,no
4,24660,young adult,no
5,28782,romance,no
5,27044,#N/A,no
5,25200,mystery,no
4,28875,mystery,no
5,25066,#N/A,no
4,41713,young adult,no
5,38535,fantasy,no
5,29663,romance,no
4,30318,mystery,no
4,29231,drama,no
5,27124,horror,no
4,29834,mystery,no
5,28428,romance,no
4,35196,young adult,no
5,17326,mystery,no
5,30570,fantasy,no
5,44588,fantasy,no
4,24213,sci-fi,no
5,28024,drama,no
4,25865,mystery,no
5,25288,mystery,no
4,30267,drama,no
5,28386,sci-fi,no
5,24598,thriller,no
5,32830,fantasy,no
5,27352,#N/A,no
5,33023,young adult,yes
5,23765,fantasy,no
4,29598,mystery,no
4,25374,comedy,no
4,33383,horror,no
5,30578,fantasy,yes
5,23737,young adult,no
5,24481,#N/A,no
4,27242,horror,no
4,25043,fantasy,no
5,21143,fantasy,no
5,31485,comedy,no
5,25570,#N/A,no
4,31445,young adult,no
4,32443,young adult,no
5,26920,#N/A,no
5,33000,sci-fi,no
5,18073,thriller,no
5,27173,crime,no
5,32127,fantasy,no
5,18956,#N/A,no
5,18672,mystery,no
4,25826,#N/A,no
5,45825,romance,no
5,40036,fantasy,no
5,33398,young adult,no
4,30880,#N/A,no
5,26237,fantasy,no
4,28453,#N/A,no
4,27839,fantasy,no
4,28891,romance,no
4,26550,#N/A,no
5,24202,romance,no
5,29385,romance,no
5,21903,mystery,no
5,24595,romance,no
5,30926,fantasy,no
4,40737,fantasy,no
4,27534,romance,no
4,25914,sci-fi,no
4,28875,horror,no
5,43188,romance,no
4,39872,mystery,no
4,28095,romance,no
5,29973,mystery,no
4,28952,young adult,no
5,25267,romance,no
5,28815,horror,no
5,29375,fantasy,no
5,46825,fantasy,no
4,27845,young adult,no
5,37873,sci-fi,no
4,25504,young adult,no
5,45127,young adult,no
5,44106,romance,no
5,24270,crime,no
5,26560,sci-fi,no
5,34086,fantasy,no
5,28690,romance,no
4,23911,fantasy,no
4,25523,thriller,no
5,27754,fantasy,no
5,28327,#N/A,no
5,37403,fantasy,no
5,27510,mystery,no
4,17001,crime,no
5,33355,fantasy,no
4,23950,fantasy,no
5,29685,sci-fi,no
4,26172,#N/A,no
4,29586,#N/A,no
5,30691,horror,no
4,27523,comedy,no
5,27718,#N/A,no
5,33917,fantasy,no
5,28617,drama,no
5,39102,romance,no
3,28299,drama,no
4,28139,sci-fi,yes
4,26284,#N/A,no
5,24245,mystery,no
5,37667,romance,no
4,29695,comedy,no
4,24158,#N/A,no
5,24828,young adult,no
5,37204,romance,no
4,28789,mystery,no
4,26262,sci-fi,no
4,23055,young adult,no
5,34640,fantasy,no
5,33789,fantasy,no
