Version-count,Genre_id,No-of-rating,Rating,Class
40,1,70000,4,0
70,6,70000,3.5,0
40,5,70000,3.5,0
100,10,60000,4,0
100,4,70000,4,1
100,5,70000,4.5,0
50,2,70000,4.5,0
70,2,80000,4,1
100,2,90000,4,0
30,1,80000,4,0
60,5,70000,4,0
1000,2,70000,4,1
0,5,50000,4,0
50,10,70000,4.5,0
100,7,70000,4,0
60,2,70000,3.5,0
70,2,100000,4,0
50,2,100000,4.5,0
70,2,80000,4.5,1
300,2,60000,4.5,0
40,9,80000,4,1
30,2,80000,4.5,0
60,7,60000,4.5,0
60,2,70000,4.5,0
100,2,80000,4,0
10,5,60000,4,0
60,2,70000,4.5,0
80,9,50000,4,0
40,2,80000,4,1
40,1,40000,4,1
70,2,80000,4.5,0
70,1,90000,4,0
20,2,70000,4.5,0
40,1,100000,4.5,0
30,9,80000,4,0
10,1,70000,4.5,0
70,2,60000,4.5,0
200,2,70000,4,0
100,8,60000,4,1
60,2,80000,4.5,0
100,9,70000,4,0
100,5,70000,4,0
60,2,70000,4,0
30,2,80000,4.5,0
10,6,70000,4,0
100,6,70000,4,1
70,1,80000,4,0
100,2,80000,4,1
80,2,70000,4.5,0
50,1,70000,4,0
40,1,50000,4,0
10,9,50000,4,1
60,2,80000,4,1
30,2,70000,4.5,0
80,1,80000,3.5,1
70,1,70000,4,1
0,5,60000,4.5,0
70,11,70000,4,1
100,5,70000,4,0
80,1,80000,4.5,0
0,2,90000,4,0
0,9,60000,4,0
30,1,70000,4,1
60,2,50000,4,0
40,6,70000,4,0
40,1,60000,4,0
100,5,60000,4,0
60,9,60000,3.5,0
50,5,80000,4,0
80,1,80000,4,0
20,10,60000,4,0
200,4,70000,4,1
30,2,70000,4.5,0
100,5,60000,3.5,0
70,2,80000,4,1
80,1,100000,4,0
50,1,90000,3.5,0
70,2,70000,4.5,0
50,2,60000,4,0
10,12,80000,4,0
10,9,70000,4,1
80,7,70000,4,0
60,4,70000,4,0
100,5,60000,3.5,0
60,8,50000,4.5,1
20,4,50000,3,0
300,5,70000,4,1
100,11,70000,4,0
40,2,70000,4.5,0
60,1,70000,4,0
90,4,60000,4,0
40,1,90000,4.5,0
90,4,60000,3.5,0
60,2,70000,4,0
20,2,60000,4.5,0
90,10,60000,3.5,0
40,2,60000,4,0
100,9,70000,3.5,0
100,8,60000,4,0
60,1,70000,4,0
50,6,60000,4,0
80,9,70000,4,0
80,10,60000,4,0
40,2,60000,4.5,0
90,4,60000,3.5,0
90,2,70000,4,1
40,5,90000,3.5,0
1000,4,70000,3.5,1
100,6,70000,4,1
90,10,70000,3.5,0
40,2,90000,4,0
90,1,60000,3.5,0
50,6,60000,4,0
60,4,30000,3.5,0
40,2,50000,4,0
90,1,50000,4,0
50,1,80000,4,1
100,9,70000,4,1
60,10,70000,4,0
30,2,70000,4.5,0
10,2,60000,4.5,0
50,2,80000,4,0
90,1,100000,4,1
400,6,70000,4,1
40,6,60000,4,0
30,2,70000,4.5,0
100,4,70000,3.5,1
100,6,60000,4,1
80,4,60000,4,0
80,10,60000,4,0
600,5,60000,4.5,0
60,5,50000,4,0
60,2,70000,4,0
60,1,70000,4.5,1
80,1,70000,4,1
90,6,60000,4,0
200,5,50000,4,0
200,4,60000,4,1
40,10,70000,4,0
40,4,80000,4,0
80,2,70000,4.5,1
70,2,50000,4.5,1
50,4,90000,4,0
50,2,60000,4,0
10,4,40000,3.5,0
50,1,80000,4,0
600,5,70000,4,0
40,2,70000,4,0
10,2,90000,4.5,0
70,2,60000,3,1
20,4,50000,4,0
50,4,80000,4.5,0
70,7,60000,4,0
90,5,60000,4,1
900,2,60000,4,0
40,2,70000,4,0
90,1,70000,4,1
70,9,40000,4,0
100,7,60000,4,0
60,1,70000,4,1
30,10,60000,4,0
10,1,60000,4,0
50,2,50000,4.5,0
90,2,70000,4,1
100,9,70000,4,1
50,6,70000,4.5,0
100,2,60000,4,0
60,4,70000,4,0
70,2,90000,4,0
30,10,50000,4,0
60,1,60000,4.5,0
40,1,80000,4.5,1
200,4,50000,3.5,1
60,5,70000,3.5,0
600,4,60000,4,1
20,2,70000,4.5,0
60,2,60000,4,0
700,6,40000,4,1
50,4,80000,4.5,0
80,9,60000,4,0
300,6,60000,4,0
60,7,60000,4,0
100,7,70000,4,0
400,6,70000,3.5,0
90,4,60000,3.5,0
40,1,80000,4,0
60,2,60000,4,0
800,1,70000,3,0
60,10,60000,4,0
60,2,60000,4,0
100,2,50000,3.5,1
20,2,80000,4,0
80,2,70000,4,0
50,6,60000,4,0
70,2,70000,3.5,1
90,8,60000,4,0
70,1,80000,4,0
60,2,60000,4,0
80,6,60000,4,0
50,6,40000,3.5,0
50,2,70000,4,0
40,1,80000,4,0
40,2,80000,4,0
40,4,80000,4,0
90,5,50000,4,0
100,6,50000,4,0
100,2,70000,4.5,0
40,2,60000,4,0
50,4,60000,3,0
50,2,70000,4,0
60,1,80000,4,0
40,1,80000,4,0
60,8,60000,4,0
50,2,70000,4,0
70,1,60000,4,0
700,9,60000,3.5,1
40,1,90000,4.5,0
40,1,60000,4.5,0
60,1,80000,4,0
70,2,50000,4,0
300,4,60000,4,1
30,4,70000,4.5,0
60,8,30000,4,1
80,8,60000,4,1
80,5,70000,3,0
500,4,70000,3.5,1
30,6,60000,4,0
20,4,80000,4.5,0
0,1,70000,4,0
100,2,60000,3.5,1
50,2,70000,4.5,0
100,5,60000,3.5,0
100,7,60000,4,0
80,4,60000,4,0
80,9,60000,4,0
80,9,60000,4,1
20,10,60000,4,0
600,6,70000,3.5,0
50,6,60000,4,0
90,6,60000,4,1
30,1,60000,3.5,1
40,6,70000,4,0
80,1,90000,4,0
90,8,50000,4,1
50,2,70000,3.5,0
90,9,60000,4,0
50,1,80000,4,0
100,2,70000,4,0
80,8,60000,3.5,0
60,2,60000,4,0
60,4,70000,4,0
80,5,40000,3.5,0
80,1,60000,4.5,1
200,5,60000,4,1
50,4,60000,4,0
100,8,60000,4,0
20,2,70000,4.5,0
80,2,70000,4.5,0
10,1,60000,4.5,0
900,4,70000,4,0
40,5,80000,4,0
100,5,60000,4,0
40,1,80000,4,0
20,1,50000,4.5,0
40,4,50000,4,1
50,1,80000,4,0
80,4,50000,4,0
40,1,70000,4,0
100,1,70000,4,1
80,8,50000,4,0
40,4,60000,4.5,0
10,2,60000,4.5,1
100,7,50000,4,1
800,2,50000,4,1
40,5,50000,4.5,1
200,6,50000,4,0
10,2,60000,4.5,1
50,5,70000,4,1
10,7,60000,4,0
100,2,60000,4,0
30,2,60000,4.5,0
800,5,60000,4,0
30,2,70000,4,0
60,9,60000,3.5,1
70,2,70000,4,0
40,2,70000,4,0
30,2,80000,4.5,0
50,1,70000,4,0
60,2,60000,4,0
50,1,70000,4,0
60,5,60000,3.5,0
100,9,60000,4,1
90,6,60000,4,0
70,8,50000,4,0
30,1,60000,4,0
60,7,50000,4,0
40,7,60000,4,0
10,5,40000,4,0
40,2,60000,4,0
70,4,60000,4,1
100,1,60000,4,0
40,1,80000,4.5,0
60,1,70000,4,0
40,2,80000,4.5,0
20,2,60000,4.5,0
60,4,60000,3.5,0
50,1,60000,4.5,0
60,7,50000,4.5,0
50,4,60000,4,0
200,7,60000,4,1
70,11,50000,4,0
40,6,50000,4,0
200,2,70000,4,1
100,2,50000,3.5,0
40,2,60000,4,0
700,4,60000,4,0
30,1,70000,4,0
50,2,90000,4.5,0
40,1,70000,3.5,0
50,1,50000,4,0
40,4,40000,4.5,0
0,2,50000,4,0
20,6,60000,4,0
90,7,50000,4,0
90,7,50000,3.5,0
50,1,60000,4,0
80,4,60000,4,0
700,4,50000,3.5,0
40,2,50000,4,1
60,4,60000,4,0
30,2,60000,4,0
20,7,50000,4.5,0
50,6,50000,3.5,0
70,2,70000,4,0
30,2,60000,4.5,0
700,1,60000,4,0
60,4,50000,3.5,1
70,2,70000,4,0
40,5,70000,4,0
200,1,70000,4,1
60,1,80000,4,0
50,4,30000,4,0
20,2,60000,4,0
60,5,50000,4,0
60,2,50000,4,0
30,10,50000,3.5,1
30,4,80000,4,0
100,4,50000,4,0
100,7,50000,4,1
80,2,60000,4,0
60,1,80000,4,1
50,4,40000,3.5,0
70,9,50000,4,0
80,4,60000,3.5,0
70,5,60000,4,0
70,4,60000,4,0
70,6,60000,4,0
100,9,50000,4,1
60,1,70000,4,0
10,9,60000,4.5,0
80,1,70000,4,1
80,9,60000,4,1
40,1,70000,4,0
100,2,60000,4.5,0
40,4,50000,4.5,0
50,1,70000,4,0
3000,2,30000,4,0
70,2,60000,4,0
80,2,60000,4,0
40,2,60000,4,0
40,7,40000,4,0
40,7,50000,3.5,0
40,2,50000,4,0
100,5,60000,4,0
100,5,50000,3.5,0
50,5,70000,4,0
60,7,60000,4,0
70,2,80000,4,0
50,1,60000,4,0
90,6,50000,4,1
30,1,40000,3.5,0
60,5,60000,4,1
50,1,60000,4,1
40,2,80000,4,0
100,5,50000,4,0
50,1,70000,4,0
40,5,50000,4,0
40,4,40000,4.5,0
50,5,50000,3.5,1
50,4,50000,4,1
70,4,60000,4,1
30,4,50000,4,0
30,1,70000,4,0
10,2,60000,4.5,0
90,8,40000,4,0
50,2,50000,4,0
80,4,50000,4,0
70,4,50000,4,1
50,2,50000,4,0
10,2,60000,4.5,0
30,5,50000,3.5,0
80,5,60000,4,0
70,2,60000,4,0
40,2,60000,4,0
50,2,70000,4,0
70,1,60000,4,0
100,2,60000,4,0
30,4,80000,4,0
20,9,50000,4,0
600,4,60000,4,0
60,1,60000,4,1
30,4,70000,4.5,0
50,1,70000,4,0
30,2,70000,4,0
20,4,90000,4,0
40,4,40000,4,0
70,2,70000,4,0
30,2,70000,4,0
20,2,60000,4.5,0
50,2,80000,4.5,0
500,4,60000,4,1
300,9,60000,4.5,0
20,9,60000,4,0
50,5,50000,4,0
10,4,40000,4,0
20,10,50000,4.5,0
40,1,60000,4,0
20,5,50000,3.5,0
30,4,70000,3.5,1
30,6,40000,2.5,0
40,4,40000,3.5,0
50,9,60000,4,1
90,5,50000,3.5,0
0,6,20000,4,0
50,1,70000,4,0
200,7,50000,4,0
100,2,60000,4,0
100,9,60000,3.5,1
30,1,70000,3.5,0
40,4,40000,4,0
10,1,60000,4,0
60,6,50000,4,0
50,2,70000,4,0
40,7,50000,4.5,0
40,2,60000,4,0
40,10,60000,4,0
30,5,60000,3.5,0
40,2,50000,4.5,0
50,4,30000,4,0
40,6,50000,4,0
50,1,50000,4.5,0
40,7,50000,4,0
70,8,50000,4,1
50,4,80000,4.5,0
30,5,40000,3.5,0
50,1,60000,4,0
40,5,70000,4,0
20,4,40000,3,0
100,2,60000,4,0
60,1,60000,4,1
80,1,60000,4,0
70,5,50000,4,1
60,1,70000,4,0
20,2,50000,4.5,0
30,9,50000,4,1
70,1,70000,3.5,0
60,13,50000,4,0
100,5,50000,4,0
30,4,40000,4.5,0
40,4,30000,3.5,0
200,2,40000,3.5,0
30,2,50000,4.5,0
70,7,50000,4,0
70,8,50000,4,0
50,4,70000,4,0
60,4,50000,3.5,0
50,6,50000,4,0
50,1,50000,3.5,0
90,5,50000,4,1
70,4,60000,4,0
90,7,40000,4,0
40,2,70000,4,0
50,1,50000,4,0
50,1,70000,4,0
20,1,50000,4.5,0
200,4,30000,3.5,0
70,6,40000,4,0
30,10,50000,4,0
50,2,70000,4.5,0
80,5,60000,4,0
80,2,60000,4,1
60,1,70000,3.5,0
70,7,50000,4,0
50,2,70000,4.5,0
60,5,50000,4,0
30,4,40000,3,0
50,5,50000,3.5,0
100,9,50000,4,1
30,2,70000,4,0
30,8,40000,4,0
40,5,50000,4,0
60,5,50000,4,0
60,5,50000,3.5,0
20,6,50000,4,0
20,2,50000,4,0
80,8,40000,4,0
800,9,50000,3.5,0
40,4,50000,3.5,0
50,2,50000,4.5,0
60,7,50000,4,0
100,5,50000,4,1
100,6,40000,4.5,0
0,2,50000,4,0
700,6,60000,4,0
20,2,50000,4,0
500,6,50000,4,0
30,2,70000,4.5,0
30,1,70000,4.5,0
40,2,70000,4.5,1
80,5,50000,4,0
40,4,60000,4,0
60,4,30000,3.5,0
50,2,50000,4.5,0
400,1,60000,4,1
50,1,50000,4,0
50,7,30000,4.5,0
50,6,30000,3.5,0
70,9,50000,4,0
40,2,70000,4.5,1
80,8,50000,3.5,0
40,1,50000,4,0
10,2,50000,4,0
40,2,40000,4.5,0
40,1,70000,4,0
500,2,50000,4,1
100,1,50000,3.5,1
60,6,20000,4.5,0
800,2,50000,4,0
70,5,60000,4,0
50,4,40000,4,0
60,4,50000,4,0
100,7,50000,4,0
100,2,40000,4,0
60,2,60000,4,0
60,1,60000,3.5,0
100,2,50000,4,0
40,1,50000,4,0
80,5,40000,3.5,0
20,2,50000,4,0
60,9,50000,4,0
30,10,40000,4,1
80,2,50000,4.5,0
30,2,40000,4.5,0
60,8,50000,4,1
70,6,40000,3.5,0
70,4,50000,4,1
60,2,50000,4,0
40,2,70000,4.5,0
10,4,30000,3.5,0
60,5,50000,3.5,0
90,4,50000,3.5,1
100,7,50000,4,0
100,2,60000,3.5,0
20,2,50000,4,0
80,9,50000,4,0
60,5,20000,4,0
20,10,50000,4,0
40,4,50000,3.5,0
50,2,80000,4,0
50,2,70000,4.5,1
50,2,70000,4.5,1
30,5,30000,4,0
70,2,60000,4,0
100,4,50000,4,1
40,2,50000,4,0
30,1,50000,4.5,0
60,2,80000,4.5,0
400,4,50000,4,0
90,9,60000,4,1
70,6,40000,4,1
80,1,60000,4,1
100,1,60000,4,1
60,1,60000,4,0
40,5,70000,4,0
100,4,40000,4,0
50,4,50000,4,0
20,2,70000,4.5,0
90,8,50000,4,1
60,2,50000,4.5,0
40,2,60000,4,0
60,4,50000,4,0
50,2,60000,4,0
100,4,60000,4,1
30,1,70000,4,0
70,8,50000,4,0
80,9,50000,4,1
50,1,70000,4,0
70,10,40000,4,0
50,1,70000,4,0
30,1,50000,4,0
40,2,50000,3.5,0
100,7,50000,4,0
30,4,60000,4,0
50,7,50000,3.5,1
30,4,70000,4,0
60,2,50000,4,0
80,7,40000,4,0
100,11,40000,4,0
20,9,50000,4,0
50,2,50000,4,0
80,4,40000,4,0
50,7,50000,4,0
60,9,50000,4,1
30,4,70000,4,0
60,2,40000,4.5,0
1000,12,50000,4,1
30,2,70000,4,0
200,4,50000,3.5,0
30,6,50000,4,0
20,2,50000,4.5,0
400,6,50000,4,0
40,4,40000,4,0
30,2,50000,4,0
30,2,50000,4,0
90,2,60000,4,1
40,1,30000,4,0
60,9,50000,4,0
60,1,50000,4,1
60,10,40000,3,0
90,5,50000,4,0
80,6,50000,3.5,0
50,5,50000,4,0
100,4,60000,3.5,1
80,8,50000,4,0
60,2,60000,4,0
90,5,40000,4.5,0
30,5,60000,4,0
10,1,40000,4,0
80,6,50000,4,1
50,10,40000,3.5,1
300,5,50000,4,0
100,2,40000,4,0
40,2,50000,3.5,0
90,4,40000,3.5,1
50,5,50000,4,0
90,5,50000,4,0
50,1,50000,3.5,1
30,2,40000,4,0
30,2,50000,4,0
30,10,50000,3.5,0
30,6,60000,4,0
30,1,60000,4,0
30,4,70000,4.5,0
100,9,50000,3.5,0
80,2,50000,4.5,0
40,10,50000,4,0
100,7,50000,4,0
30,4,40000,3,0
100,2,50000,4,0
80,5,40000,4,0
70,1,50000,4,0
10,1,50000,4,0
40,9,40000,4,0
300,6,40000,4,0
70,1,60000,4,1
100,5,50000,4,1
60,2,50000,4,0
90,5,40000,4,0
70,2,50000,4,0
50,8,40000,4,0
70,5,40000,4,0
70,5,40000,4,0
70,10,50000,4,1
60,2,50000,4.5,0
90,4,40000,4,0
80,5,50000,4,1
20,5,40000,4,0
30,1,50000,3.5,0
40,4,50000,3.5,0
70,1,40000,4,0
60,1,60000,4,0
10,1,50000,4,0
90,8,40000,4,0
100,5,50000,4,0
50,4,50000,4,0
300,2,40000,3.5,0
50,1,60000,3.5,0
30,2,60000,4.5,0
100,6,40000,4,0
20,2,40000,4.5,0
700,2,30000,4.5,0
60,4,60000,4,0
40,7,40000,4,0
40,6,50000,4,0
70,2,50000,4,1
40,4,50000,3.5,0
30,1,40000,3.5,0
80,6,50000,4,1
50,2,60000,4,0
70,4,50000,4,0
10,1,50000,4.5,0
10,9,40000,4.5,0
40,5,40000,4,0
20,2,50000,4.5,0
300,1,40000,4,0
80,7,40000,4,0
10,4,50000,4.5,0
10,2,30000,4,0
20,2,40000,4.5,0
60,7,40000,3.5,0
80,6,40000,4.5,0
30,1,70000,4,0
50,2,70000,4,0
30,4,60000,4.5,0
200,4,40000,4,0
90,2,50000,4,0
30,1,50000,4,0
50,11,50000,4,0
40,1,60000,4,0
60,5,40000,4,0
40,6,40000,4,0
40,2,60000,4,0
50,5,50000,4,0
50,2,40000,4.5,0
80,2,50000,4,0
60,2,50000,4,0
70,8,40000,4,0
20,1,50000,4,0
100,2,50000,4,0
50,6,50000,4,1
80,2,60000,4,1
30,2,70000,4,1
40,2,50000,4,0
50,6,50000,4,0
40,1,50000,4,1
60,2,30000,4,0
500,6,40000,4,0
50,1,60000,3.5,0
90,8,40000,4,0
80,4,50000,3,1
70,6,30000,3.5,1
40,5,60000,4,0
10,7,40000,4.5,0
30,4,50000,4.5,0
300,2,50000,4,0
30,2,40000,4,0
200,11,40000,4,1
60,4,40000,4,0
60,2,50000,4,0
40,11,40000,3.5,0
40,1,50000,3.5,1
20,2,30000,4.5,1
100,5,50000,4,0
0,2,40000,4,0
50,1,50000,4,1
40,4,60000,4,0
40,2,50000,4,0
100,8,50000,3.5,0
60,7,50000,4,0
300,9,40000,4,0
30,2,50000,4,0
70,4,50000,4,0
40,2,40000,4.5,0
20,1,60000,4,0
30,6,40000,3.5,0
70,2,50000,4,0
70,4,50000,4,0
30,2,60000,4.5,1
40,2,50000,4,0
40,9,40000,3.5,0
60,2,50000,4,0
30,8,40000,3.5,0
70,7,40000,4,0
20,10,40000,4,0
0,2,50000,4.5,0
600,10,40000,4,0
40,4,80000,4.5,0
20,1,60000,4,0
60,8,40000,4,0
40,12,50000,4,0
20,1,50000,4,0
20,4,60000,4,0
80,11,50000,4,0
30,4,30000,4,0
200,7,40000,4,0
50,6,40000,4,0
50,7,40000,4,0
100,1,50000,4,0
30,2,40000,4,0
30,2,50000,3.5,1
80,4,40000,3,0
60,4,80000,4.5,0
80,1,50000,4,0
100,7,50000,4,0
200,4,40000,4,1
60,2,50000,4,0
60,9,50000,4,0
30,5,50000,4,0
60,2,60000,4,0
90,1,50000,3.5,0
100,8,40000,4,1
40,6,40000,3.5,0
20,10,40000,3.5,0
0,5,40000,4,0
40,4,60000,4,0
800,4,40000,4.5,0
100,7,50000,4,0
100,5,40000,4,0
80,5,40000,4,0
80,9,40000,4,1
100,5,50000,4,0
70,1,50000,4,0
60,5,60000,3.5,0
30,1,60000,4,0
40,7,40000,4,0
50,2,40000,3.5,0
20,5,40000,4,0
10,4,40000,4.5,0
80,8,40000,4,1
40,2,60000,4,0
40,9,40000,4,0
40,1,50000,4,0
10,7,40000,4,1
30,1,40000,3.5,1
70,2,50000,4,0
50,5,40000,3.5,0
30,10,40000,4,0
30,4,40000,3.5,0
200,5,50000,4,1
1000,2,40000,4.5,1
40,4,60000,4.5,0
60,4,60000,4,0
60,2,40000,4,0
60,6,40000,3.5,0
60,7,40000,4,0
70,8,40000,4,1
10,5,40000,3.5,0
20,2,60000,4.5,0
80,8,40000,4,0
40,11,20000,4,0
90,6,40000,4,1
20,11,40000,4,0
70,5,30000,3.5,0
60,10,40000,4,0
70,5,40000,4,0
90,6,40000,3.5,0
30,1,60000,4,0
70,6,50000,4,0
100,2,40000,4,1
200,5,40000,4,0
40,2,50000,4.5,0
70,5,50000,4,0
50,2,50000,4,0
30,5,50000,4,1
40,1,50000,4,0
30,2,60000,4,0
40,5,50000,4,0
40,2,40000,4.5,0
50,1,60000,4,1
70,2,50000,4.5,0
40,11,30000,4.5,0
20,8,50000,4,0
30,2,30000,4,0
30,4,60000,4.5,0
30,4,60000,4,0
100,5,40000,4,0
60,1,60000,3.5,0
60,10,40000,4,0
40,1,50000,4,0
30,6,40000,4,0
40,1,60000,4,0
50,1,60000,3.5,0
60,2,50000,4,0
400,4,40000,3.5,0
40,4,70000,4.5,0
40,12,50000,4,0
70,2,50000,4,0
10,6,40000,4.5,0
30,2,60000,4,0
30,1,60000,4,0
100,5,40000,4,0
300,6,40000,4,0
50,2,40000,4.5,0
30,9,50000,4,0
60,1,50000,4,0
100,4,40000,3.5,1
40,2,60000,4,0
600,4,40000,3.5,0
70,1,40000,4,0
40,2,60000,4.5,0
30,4,40000,3.5,0
100,2,40000,4,0
60,1,50000,4,0
40,7,40000,4,0
30,2,40000,4,0
60,1,50000,4,0
50,7,40000,4,0
60,4,30000,4,0
50,1,60000,4,0
50,10,40000,4,0
40,4,40000,4,0
70,8,30000,4,0
70,1,50000,4,1
50,7,40000,4.5,0
60,2,50000,4,0
70,11,40000,4,0
10,4,60000,4,0
30,4,50000,4.5,0
20,5,70000,4,0
20,4,60000,4,0
60,2,50000,4.5,0
30,10,50000,4,0
100,5,30000,4,0
30,1,50000,4,0
90,1,40000,4,0
90,4,40000,3.5,1
30,2,50000,4,0
50,1,40000,4,0
80,6,40000,4,1
40,1,50000,4,0
0,5,50000,4.5,0
50,9,50000,4,1
20,4,20000,4,0
50,8,30000,4,0
40,4,40000,4,0
100,5,50000,4,0
100,9,50000,3.5,0
40,2,40000,4.5,0
50,5,40000,4,0
800,6,50000,3.5,1
30,4,60000,4.5,0
50,1,50000,4,0
100,5,50000,4,0
60,5,40000,4,0
800,1,40000,4,1
30,1,40000,4,0
30,1,40000,4,1
40,4,60000,4,0
100,9,50000,4,0
400,2,40000,4,0
60,1,40000,4,1
30,6,40000,3.5,0
30,1,60000,4,0
0,9,40000,4,1
10,10,40000,4,0
80,4,40000,4,0
100,5,40000,4,1
200,5,40000,4,1
20,2,40000,4,0
40,1,50000,4,0
50,4,40000,4,0
40,6,30000,4,0
70,6,40000,4,1
50,1,60000,4,0
50,2,40000,4.5,0
90,5,40000,4,0
70,5,40000,4,0
50,2,50000,4,0
10,1,50000,4.5,0
50,4,40000,4,0
60,1,40000,4,0
60,2,40000,4,0
40,5,40000,4,0
10,2,60000,3.5,0
90,8,40000,4,0
30,1,50000,3.5,0
20,4,50000,4,0
70,8,20000,4,0
0,5,40000,4.5,0
90,5,40000,4,0
50,2,40000,4,0
70,8,40000,4,1
70,5,30000,4,1
50,1,50000,4,0
200,6,50000,3.5,0
60,2,30000,4,0
70,4,40000,4,0
100,4,40000,4,0
20,2,40000,4.5,0
100,4,40000,3.5,1
30,2,40000,4.5,0
10,1,60000,4,0
60,4,40000,4.5,0
80,2,40000,4,0
90,2,40000,4,0
50,2,50000,4,1
50,2,40000,4,0
60,2,30000,4,0
100,5,40000,4,0
10,2,30000,4,0
30,2,60000,4,0
60,9,30000,4,0
50,2,40000,4,0
60,2,40000,4,0
30,2,40000,4,1
30,5,40000,4,0
40,1,50000,4.5,0
80,8,40000,4,0
40,5,50000,4,0
100,5,20000,3.5,0
60,4,40000,4,0
50,4,40000,3.5,0
30,4,40000,4.5,0
20,1,50000,4,0
60,8,40000,4,0
20,4,60000,4,0
10,2,40000,4,0
50,2,30000,4,1
100,2,40000,3.5,0
40,4,60000,4,0
60,5,50000,4,0
40,2,50000,4,0
50,2,40000,4,0
20,2,40000,4.5,0
60,6,40000,3.5,0
30,1,50000,4.5,0
30,1,50000,4,0
100,2,40000,4,0
60,2,40000,4,0
90,1,40000,4,1
70,4,40000,3.5,0
40,1,50000,4,0
10,1,40000,4,0
40,2,40000,4,0
20,2,40000,4.5,0
50,2,40000,4,0
90,8,30000,3.5,0
30,2,50000,4,0
90,14,40000,3.5,0
30,2,50000,4,0
100,9,40000,4,0
80,2,40000,4,0
60,2,40000,4.5,0
70,2,50000,4,0
0,2,60000,4,0
50,1,50000,4,0
40,4,40000,4,0
30,5,40000,4,0
80,8,30000,4,0
40,8,40000,4,1
70,2,50000,4.5,1
50,4,50000,4,0
10,2,40000,4,0
30,9,40000,4.5,0
30,2,30000,3.5,0
60,2,40000,4,0
30,1,50000,3.5,0
80,2,50000,4,0
300,5,40000,4,0
90,7,40000,4,0
60,11,40000,4,1
20,2,40000,4.5,0
60,2,30000,3.5,0
20,1,40000,4,0
40,2,40000,3,0
100,5,40000,4,0
500,4,40000,4,0
30,7,30000,4,0
70,2,40000,4,0
30,5,40000,4,0
70,11,40000,4,0
200,8,40000,3.5,1
100,4,40000,4.5,1
40,7,20000,3.5,0
70,4,40000,3.5,0
40,4,50000,4,0
30,2,40000,4,0
100,9,40000,4,0
40,2,40000,4,0
40,8,30000,4.5,0
30,7,30000,4,0
200,8,40000,4,0
30,2,40000,4.5,0
70,5,40000,4,0
80,2,30000,4,0
200,2,30000,3.5,0
80,8,40000,4,0
70,1,40000,4,1
20,4,40000,3.5,0
50,8,30000,4,0
10,2,40000,4,0
30,2,20000,4.5,0
50,4,30000,4,0
60,1,50000,3.5,0
70,5,40000,3.5,0
30,5,40000,4,0
20,1,50000,4,0
40,2,60000,4,0
60,1,40000,4,1
70,4,30000,4.5,0
100,7,40000,4,0
20,2,30000,4.5,0
20,5,30000,4,0
90,8,40000,4,0
20,1,50000,4,0
0,2,40000,4.5,0
30,4,50000,4,0
70,2,40000,4,0
400,6,40000,4,0
40,4,50000,4.5,0
70,4,40000,3.5,0
80,5,40000,4,0
40,2,50000,4,0
50,4,50000,4,0
20,5,30000,4,0
90,7,30000,4,0
700,2,40000,4,0
60,2,40000,4,0
40,2,40000,4,0
70,1,50000,4,1
30,2,60000,4.5,0
100,10,40000,3.5,0
100,6,40000,4,0
10,4,50000,4,0
60,1,40000,4.5,0
30,7,40000,4,0
30,1,40000,4,0
50,1,50000,4,0
70,5,40000,4,0
600,7,30000,4,1
40,7,30000,4,0
70,1,50000,4,1
90,10,40000,3.5,0
100,5,40000,4,0
30,4,40000,4,0
40,4,60000,4,0
40,2,50000,4,0
40,6,40000,4,0
10,10,40000,4.5,0
60,4,30000,4,0
70,4,40000,3.5,0
20,2,40000,4,0
20,6,30000,3.5,0
20,1,40000,4.5,0
10,2,40000,4,0
30,2,60000,4,0
20,7,30000,4,0
50,4,40000,3.5,0
50,4,50000,4,0
40,11,40000,4,0
50,1,50000,4,0
90,8,40000,3.5,1
80,8,30000,4,1
80,5,30000,4,0
30,1,50000,4,0
40,4,40000,4,0
40,1,40000,4,0
600,6,40000,4,1
100,1,40000,3.5,0
100,11,30000,4,0
50,4,40000,3.5,0
60,9,40000,4,1
30,2,50000,4,0
30,2,30000,4,0
100,8,40000,3.5,0
50,1,50000,4,0
50,2,20000,4,0
50,4,40000,3.5,0
70,2,40000,4.5,0
60,4,30000,4,0
20,2,50000,4.5,0
20,10,30000,4,0
50,7,30000,4,0
60,5,40000,4,0
60,2,40000,4,0
100,1,40000,4,0
40,8,30000,4.5,0
40,2,50000,4.5,0
100,7,40000,4,0
30,2,40000,4.5,0
40,2,60000,4,0
60,1,40000,3.5,0
30,2,50000,4.5,1
40,4,40000,3.5,0
30,2,40000,4.5,0
40,7,40000,4,0
40,4,40000,3.5,0
20,2,30000,3.5,0
70,4,30000,4,0
10,11,30000,4,1
80,9,40000,4,0
40,4,30000,4,0
100,5,40000,4,0
50,7,40000,4,0
80,8,30000,4,0
30,2,60000,4,0
80,1,40000,4,0
40,6,40000,4,0
50,2,40000,4,0
100,7,40000,4,0
60,2,30000,4.5,0
80,4,30000,3.5,0
50,2,40000,4,0
10,7,30000,4.5,0
10,4,40000,4,0
50,9,40000,4,0
80,2,40000,4,0
20,4,60000,4,0
50,10,40000,4,0
40,1,50000,4,0
10,4,30000,3.5,0
70,5,30000,3.5,0
30,4,60000,4.5,0
60,8,40000,4,1
