rating,Genre,ratings_count,adapted
4,fantasy,33510,no
4,romance,43455,no
4,romance,44834,no
4,fantasy,42827,no
4,romance,41177,yes
4,fantasy,43520,no
4,young adult,58879,no
4,romance,41940,no
4,fantasy,35888,no
4,fantasy,38890,no
4,#N/A,37671,no
4,fantasy,50699,yes
4,fantasy,37728,no
4,fantasy,26350,no
4,mystery,36825,no
4,fantasy,29639,no
4,fantasy,55442,no
4,#N/A,38152,no
4,horror,33780,no
4,fantasy,41502,no
4,fantasy,43086,no
4,#N/A,35852,no
4,fantasy,38323,yes
4,mystery,39115,no
4,young adult,51772,no
4,thriller,37434,no
4,mystery,52215,no
4,mystery,22230,no
4,romance,42696,no
4,romance,41631,no
4,romance,36765,no
4,young adult,50383,no
4,thriller,36048,no
4,romance,58808,no
4,fantasy,41867,no
4,fantasy,34136,yes
4,fantasy,37354,no
4,#N/A,37284,no
4,#N/A,33160,no
4,romance,55720,no
4,#N/A,32507,no
4,mystery,46665,no
4,fantasy,50976,no
4,fantasy,41271,no
4,fantasy,41816,no
4,drama,36571,no
4,young adult,52982,no
4,young adult,45718,no
4,fantasy,44710,no
4,fantasy,42148,no
4,young adult,38551,yes
3,romance,37410,no
4,young adult,51537,no
4,young adult,42240,no
4,fantasy,38743,no
4,#N/A,34055,no
4,fantasy,39464,no
4,fantasy,37862,no
4,thriller,33879,no
4,fantasy,49667,no
4,Contemporary,39485,no
4,#N/A,37601,no
4,#N/A,38462,no
4,fantasy,46731,no
4,horror,40289,no
4,fantasy,43980,no
4,fantasy,44496,no
4,fantasy,48381,no
4,fantasy,56913,no
4,#N/A,36326,no
4,#N/A,37613,no
4,young adult,47002,no
4,romance,39572,no
4,mystery,41021,no
4,thriller,29071,no
4,thriller,37995,yes
4,fantasy,48111,yes
4,#N/A,40565,yes
4,#N/A,43578,no
4,romance,53937,no
4,fantasy,40650,no
4,horror,38018,no
3,fantasy,31271,no
4,fantasy,41058,no
4,young adult,54819,no
4,fantasy,47875,no
4,mystery,42952,no
4,sci-fi,40415,no
4,crime,37349,yes
4,fantasy,42769,no
3,fantasy,33787,no
4,young adult,42950,no
3,fantasy,38955,no
4,mystery,37717,no
4,#N/A,39402,no
4,romance,41793,no
4,sci-fi,34839,no
4,fantasy,43626,no
4,mystery,42656,no
4,#N/A,34088,no
4,crime,40866,no
4,#N/A,35971,no
4,thriller,39150,yes
4,romance,37369,yes
4,#N/A,37196,no
4,sci-fi,20626,no
4,romance,42128,no
4,romance,47720,no
4,fantasy,41437,no
4,horror,40734,no
4,fantasy,43541,no
4,thriller,34242,no
4,sci-fi,33465,no
4,thriller,37557,no
4,fantasy,43941,no
4,mystery,39948,no
4,fantasy,32323,no
4,fantasy,28283,no
4,thriller,36240,no
4,young adult,42094,yes
4,romance,43737,no
4,thriller,33264,no
4,fantasy,35061,no
5,fantasy,20567,no
4,romance,33481,no
4,young adult,51250,no
3,mystery,36504,no
4,mystery,42084,no
4,young adult,51454,no
4,fantasy,56635,no
4,young adult,36207,yes
4,romance,33395,no
4,sci-fi,36907,no
4,fantasy,34289,no
4,mystery,34720,no
4,thriller,36265,no
4,young adult,47824,no
4,fantasy,38907,no
4,romance,54718,no
4,fantasy,36021,no
4,drama,39518,no
4,romance,51282,no
3,romance,35792,no
4,mystery,41555,no
4,#N/A,33586,no
4,fantasy,52170,no
4,romance,53980,no
4,mystery,31741,no
4,sci-fi,34362,no
4,fantasy,39169,no
4,fantasy,38851,no
4,fantasy,43332,no
4,young adult,54443,yes
4,#N/A,19619,no
4,fantasy,56637,no
4,comedy,35855,no
4,#N/A,30255,no
4,drama,42317,no
4,romance,50442,no
4,young adult,43024,no
4,sci-fi,37479,no
4,young adult,42530,no
4,#N/A,32751,no
4,young adult,47690,no
4,mystery,41500,no
4,sci-fi,34536,yes
4,sci-fi,33861,no
4,young adult,51432,yes
4,#N/A,42256,no
3,comedy,39486,no
4,mystery,36748,no
4,romance,36972,no
4,romance,55764,no
4,fantasy,54602,no
4,drama,40651,no
4,comedy,38297,no
4,romance,31774,no
4,romance,40137,no
4,fantasy,44319,no
4,drama,31249,no
4,#N/A,34739,no
4,young adult,36028,no
4,fantasy,36496,no
4,fantasy,56836,no
4,sci-fi,31669,no
4,romance,39334,no
4,#N/A,33979,no
4,romance,51854,no
4,crime,35824,no
4,young adult,49050,no
4,thriller,38179,yes
4,thriller,34570,yes
4,mystery,34973,no
4,young adult,45631,no
4,romance,35122,no
4,young adult,41533,no
4,drama,40063,yes
3,young adult,37535,no
4,crime,32907,no
4,romance,38954,no
4,horror,40915,yes
4,fantasy,51571,no
4,fantasy,34419,no
4,thriller,39100,no
4,young adult,53413,no
4,fantasy,21519,no
4,romance,38473,no
4,fantasy,43460,no
4,romance,33973,no
4,#N/A,46048,no
4,fantasy,52220,no
4,comedy,34212,no
4,sci-fi,34917,no
4,mystery,35225,no
4,#N/A,33025,no
4,fantasy,42838,no
4,young adult,38240,no
4,#N/A,36466,no
4,thriller,31864,no
4,fantasy,52165,no
4,sci-fi,40342,no
4,fantasy,41052,no
4,fantasy,58175,no
4,#N/A,37270,no
3,young adult,41202,no
4,fantasy,53227,yes
4,romance,38537,no
4,fantasy,41344,no
4,sci-fi,40781,no
4,romance,37252,no
4,fantasy,25934,no
4,romance,29059,no
4,crime,34460,yes
4,horror,43602,no
4,romance,32858,no
4,mystery,36497,no
4,sci-fi,37197,no
4,thriller,27578,no
4,fantasy,55218,no
4,young adult,36840,no
4,drama,38013,no
4,fantasy,35131,no
4,sci-fi,39003,no
4,#N/A,37561,no
4,fantasy,32504,no
4,#N/A,28177,no
4,#N/A,31963,no
4,#N/A,32875,no
4,#N/A,30841,no
4,romance,28856,no
4,fantasy,38242,no
4,sci-fi,32247,no
4,romance,37369,no
4,horror,36882,no
4,fantasy,42892,no
4,romance,55542,no
4,#N/A,29122,no
4,comedy,38157,no
4,young adult,49083,no
4,romance,34383,no
3,mystery,32637,no
4,romance,57408,no
4,thriller,35513,yes
4,#N/A,33960,no
4,horror,36153,no
4,fantasy,37381,no
4,thriller,35233,yes
4,romance,43936,yes
4,romance,73104,no
4,thriller,35278,no
4,fantasy,38942,no
4,thriller,35893,no
4,sci-fi,33409,no
4,fantasy,42002,no
4,fantasy,35438,no
4,romance,35677,no
4,#N/A,33061,yes
4,#N/A,31692,no
4,fantasy,33941,no
4,mystery,27456,no
4,young adult,51580,no
4,young adult,39702,no
4,#N/A,30665,no
4,young adult,48964,no
4,romance,45468,no
4,fantasy,37773,no
4,mystery,32641,no
4,fantasy,38818,no
4,romance,54391,no
4,sci-fi,37986,no
4,#N/A,29256,no
4,young adult,43334,yes
4,fantasy,38809,no
4,fantasy,51815,no
4,fantasy,32253,no
4,romance,47644,no
4,romance,25197,no
3,fantasy,38387,no
4,#N/A,19176,no
4,crime,27819,no
4,romance,36469,no
3,young adult,44222,no
4,romance,45961,no
4,#N/A,15616,no
4,romance,37026,no
4,drama,33346,no
4,drama,40065,no
4,fantasy,43524,no
4,fantasy,46269,no
4,fantasy,32163,no
4,fantasy,49448,no
4,fantasy,43998,no
4,young adult,33645,yes
4,mystery,25533,no
4,fantasy,40138,no
4,fantasy,39795,no
4,#N/A,26713,no
4,fantasy,39926,no
4,horror,38879,no
4,mystery,30788,no
4,young adult,41338,no
4,young adult,39677,no
4,young adult,44366,no
4,#N/A,32506,no
4,sci-fi,27860,no
4,romance,31606,no
4,thriller,37672,no
4,#N/A,36963,no
4,fantasy,36680,no
4,mystery,39440,no
4,young adult,44785,no
4,thriller,36233,no
3,fantasy,42885,no
4,mystery,37060,no
4,romance,39927,no
4,#N/A,41012,no
4,horror,40354,yes
4,young adult,39802,yes
4,#N/A,34710,no
4,fantasy,44825,no
4,#N/A,32751,no
4,mystery,41377,no
4,mystery,36926,no
4,young adult,35082,no
4,romance,53089,no
4,romance,24307,no
4,fantasy,44068,no
4,mystery,34702,no
4,#N/A,33969,no
4,#N/A,32611,no
4,mystery,34296,yes
4,sci-fi,35247,no
4,mystery,37663,no
4,romance,34603,no
4,fantasy,34661,no
4,fantasy,38753,no
4,fantasy,40404,yes
4,young adult,42426,no
4,romance,53738,no
4,drama,40237,no
4,fantasy,46756,no
4,fantasy,33398,no
4,sci-fi,33070,no
5,fantasy,47549,no
4,thriller,19107,no
4,romance,27563,no
4,sci-fi,29859,no
4,drama,16032,no
4,drama,42421,no
4,mystery,38503,no
4,thriller,20999,no
4,drama,23374,no
4,romance,49620,no
4,#N/A,35412,no
4,young adult,42028,no
4,romance,48278,no
4,fantasy,37607,no
4,romance,35913,no
4,sci-fi,30790,no
4,fantasy,44115,no
4,#N/A,28943,no
4,fantasy,28291,no
4,young adult,46442,no
4,young adult,42164,no
4,#N/A,35786,no
4,thriller,32016,yes
4,#N/A,32564,no
4,thriller,27953,no
4,fantasy,32170,no
3,romance,30713,no
4,#N/A,29684,no
4,romance,53131,no
4,romance,33427,yes
4,#N/A,33893,no
4,drama,38484,yes
4,young adult,38142,no
4,mystery,36002,no
4,romance,50929,no
4,fantasy,48028,no
4,fantasy,50689,no
4,#N/A,29369,no
4,young adult,39477,no
4,romance,29456,yes
4,fantasy,49321,no
4,fantasy,32300,no
4,romance,21053,yes
4,fantasy,32914,yes
4,fantasy,40098,no
4,young adult,39114,no
4,thriller,36383,no
4,fantasy,47315,no
3,suspense,34577,no
4,fantasy,46077,no
4,sci-fi,34822,no
4,young adult,33779,no
4,horror,38956,no
4,drama,34128,no
4,young adult,57062,no
4,thriller,35804,no
4,mystery,39214,no
4,romance,41284,no
4,fantasy,34042,no
4,romance,54585,no
4,thriller,28853,no
4,fantasy,36268,no
4,mystery,26931,no
4,thriller,30675,no
4,#N/A,31308,no
4,sci-fi,22327,no
4,fantasy,27987,no
4,#N/A,35147,no
4,thriller,30081,no
4,young adult,36501,yes
4,crime,30583,no
4,young adult,38701,no
4,romance,16565,yes
4,#N/A,41524,no
4,sci-fi,35724,no
4,mystery,35071,no
4,fantasy,30688,yes
4,#N/A,30270,no
4,young adult,38819,no
4,#N/A,34675,no
4,mystery,14610,no
4,fantasy,26604,no
4,mystery,34168,no
4,fantasy,48234,no
4,romance,34149,no
4,horror,35641,yes
4,fantasy,41049,no
4,romance,36007,no
4,#N/A,40090,no
4,mystery,32490,no
4,mystery,44395,no
4,romance,45089,no
4,thriller,34952,no
4,fantasy,36758,no
4,young adult,39296,no
4,horror,34661,no
4,thriller,31579,no
4,#N/A,37886,no
4,horror,37054,yes
4,sci-fi,32313,no
4,#N/A,31399,no
4,young adult,51368,no
4,romance,29807,no
3,young adult,43723,no
4,fantasy,33076,no
4,drama,32761,no
4,sci-fi,33228,no
4,romance,36576,yes
4,romance,33028,yes
4,young adult,38196,no
4,fantasy,37312,no
4,mystery,36437,no
4,fantasy,42632,no
4,young adult,19325,yes
4,fantasy,39419,no
4,romance,40323,no
4,romance,35064,no
4,young adult,46332,no
4,young adult,40356,no
4,fantasy,35890,no
4,fantasy,44879,no
4,mystery,30834,no
5,fantasy,22917,no
4,mystery,34121,no
4,young adult,36068,no
4,fantasy,39453,no
4,mystery,32426,no
4,fantasy,34951,no
4,#N/A,25990,no
4,young adult,42759,no
4,comedy,32176,no
4,fantasy,37961,no
4,fantasy,29805,no
4,sci-fi,29389,no
4,romance,45634,no
4,fantasy,26060,no
4,fantasy,32337,yes
4,sci-fi,31073,no
4,romance,32744,no
4,fantasy,31886,no
4,fantasy,37948,no
4,young adult,35150,no
4,mystery,35694,no
4,crime,32048,yes
4,fantasy,46567,no
4,#N/A,29675,no
4,romance,42238,no
4,mystery,29369,no
4,horror,31735,no
4,young adult,42493,no
4,#N/A,32275,no
4,mystery,22933,no
4,young adult,38461,no
4,thriller,28647,no
4,#N/A,35566,no
4,mystery,30617,no
4,fantasy,33593,no
4,thriller,33675,no
4,comedy,31685,no
4,romance,28159,no
4,romance,38033,yes
4,romance,26662,no
4,young adult,36207,no
4,fantasy,44119,no
4,sci-fi,31377,no
4,young adult,44513,no
4,young adult,30125,no
4,romance,29048,no
4,fantasy,33286,no
4,fantasy,37938,no
4,fantasy,37211,no
4,romance,32185,no
4,drama,33220,no
5,romance,32386,no
4,fantasy,46096,no
4,thriller,34158,yes
3,drama,35752,no
4,fantasy,37045,no
3,fantasy,31583,no
4,#N/A,28619,no
4,fantasy,31341,no
4,#N/A,30676,no
4,romance,44104,no
4,crime,30919,no
4,young adult,41067,no
4,romance,36017,no
3,sci-fi,29946,no
4,fantasy,44806,no
4,romance,45447,no
4,young adult,32818,no
4,#N/A,33698,no
4,#N/A,31616,no
4,fantasy,45843,no
4,#N/A,33525,no
4,young adult,34587,yes
4,young adult,40369,no
4,#N/A,28501,no
4,thriller,28845,no
4,fantasy,36663,no
4,young adult,32069,no
4,drama,30531,no
4,young adult,38633,no
4,fantasy,29577,no
4,mystery,35970,no
4,fantasy,51165,no
4,romance,30177,no
4,thriller,30040,yes
4,young adult,39938,no
4,sci-fi,27519,no
4,young adult,42479,no
4,sci-fi,33145,no
4,fantasy,33634,no
4,horror,34722,no
4,young adult,36389,no
4,crime,34189,no
4,romance,33240,yes
4,young adult,44488,no
4,fantasy,42802,no
4,young adult,36803,no
4,young adult,38594,no
4,young adult,48116,no
4,mystery,44256,no
4,suspense,30595,no
4,fantasy,36867,no
4,mystery,33486,no
4,fantasy,34172,no
4,horror,38448,no
4,romance,34200,no
4,thriller,31070,no
4,young adult,48722,no
4,young adult,49513,no
4,fantasy,50637,no
4,romance,23737,no
4,fantasy,35961,no
4,romance,48695,no
4,romance,33792,no
4,romance,31309,no
4,romance,49133,no
4,thriller,25123,no
4,sci-fi,32238,no
4,romance,34044,no
4,young adult,35435,no
4,#N/A,24907,no
4,crime,29913,no
4,romance,32755,no
4,drama,28316,no
4,sci-fi,29154,no
4,fantasy,32340,no
4,romance,42821,no
4,romance,32255,no
4,romance,46668,no
4,mystery,34816,no
4,fantasy,41796,no
4,fantasy,29817,no
4,drama,30326,no
4,fantasy,36477,no
4,comedy,30250,no
4,#N/A,27723,no
4,mystery,43643,no
4,#N/A,30199,no
4,comedy,25777,no
4,#N/A,28292,no
4,thriller,27196,no
5,young adult,33015,no
4,young adult,38185,no
4,young adult,25526,no
4,#N/A,30701,no
3,romance,30415,no
4,mystery,37045,no
4,fantasy,32675,no
4,horror,33704,no
4,young adult,34823,no
4,young adult,39875,no
4,romance,48344,no
4,#N/A,26626,no
4,romance,28020,no
4,thriller,19208,no
4,fantasy,40562,no
4,young adult,38226,no
4,#N/A,34502,no
4,fantasy,40369,no
4,mystery,27314,no
4,fantasy,27784,no
4,mystery,29257,no
4,fairy-tales,37313,no
4,fantasy,40346,no
4,mystery,31294,no
5,fantasy,29409,no
4,fantasy,34252,no
4,romance,37963,yes
4,young adult,46793,no
4,mystery,32568,no
4,#N/A,31174,no
4,mystery,37475,no
4,#N/A,29179,no
4,#N/A,29552,no
4,young adult,39881,no
4,drama,24811,no
4,horror,30599,no
4,mystery,33668,no
4,romance,31276,no
4,sci-fi,27371,yes
4,#N/A,28674,no
4,fantasy,36237,no
4,#N/A,31610,yes
4,sci-fi,31686,no
4,fantasy,25767,no
4,sci-fi,26117,no
4,young adult,37292,no
4,romance,34897,yes
4,fantasy,37299,no
4,fantasy,38040,no
4,#N/A,30048,no
4,fantasy,31191,yes
4,romance,42280,no
5,fantasy,36487,no
4,young adult,40213,no
4,young adult,40859,no
4,drama,25544,no
4,horror,35930,no
4,fantasy,27652,no
4,romance,33997,yes
4,young adult,37051,no
4,romance,25210,yes
4,drama,31499,no
4,#N/A,23985,no
4,#N/A,27568,no
4,fantasy,32869,no
5,young adult,30166,no
4,fantasy,37943,no
4,romance,34973,no
4,mystery,30756,no
4,sci-fi,28386,no
4,young adult,37888,yes
4,horror,34428,no
4,mystery,33235,no
4,fantasy,29215,no
4,#N/A,25995,no
4,fantasy,50899,no
4,spy,30395,yes
4,romance,43605,no
4,mystery,35742,no
4,#N/A,31215,no
4,fantasy,27382,yes
4,sci-fi,30332,no
4,mystery,31061,no
4,mystery,38918,no
4,young adult,31712,no
4,romance,49298,no
4,young adult,42620,no
4,fantasy,33784,no
4,romance,27628,no
4,romance,32208,yes
4,fantasy,41448,no
4,young adult,45756,no
4,#N/A,30741,no
4,crime,19726,no
4,fantasy,28657,no
4,mystery,31336,no
4,#N/A,28129,no
4,fantasy,32867,no
4,horror,34795,no
4,#N/A,26820,no
4,drama,25413,no
4,horror,32129,no
4,fantasy,50719,no
4,fantasy,23562,no
4,drama,30121,no
4,crime,27237,no
4,romance,32639,no
4,fantasy,32139,no
4,young adult,47657,no
4,romance,29747,no
4,romance,29250,no
3,drama,30469,no
4,#N/A,29474,no
4,romance,33348,yes
4,thriller,31780,no
4,young adult,43246,no
3,romance,24797,no
4,fantasy,15977,no
4,romance,29216,yes
3,#N/A,26665,no
4,romance,53263,no
4,fantasy,32218,no
4,#N/A,27007,no
4,romance,39925,no
4,fantasy,34286,no
4,mystery,24925,no
4,romance,27132,no
4,young adult,33782,no
4,mystery,32519,no
4,comfort-food,27892,no
4,young adult,40906,no
4,mystery,29812,yes
4,mystery,30608,no
4,thriller,31435,no
4,young adult,33097,no
4,young adult,38662,no
4,fantasy,42358,no
4,thriller,28205,no
4,romance,37877,no
4,horror,31944,no
4,young adult,36779,no
4,mystery,31937,no
4,#N/A,26575,no
4,drama,27221,no
4,fantasy,29796,no
4,fantasy,32880,no
4,young adult,46247,no
4,fantasy,41233,no
4,sci-fi,26331,no
4,fantasy,31854,no
4,romance,34771,no
4,#N/A,23738,no
4,fantasy,36303,no
4,romance,43594,no
4,romance,37734,no
4,young adult,44665,no
4,young adult,29416,no
4,#N/A,24717,no
4,fantasy,33950,no
4,romance,42026,no
4,thriller,32211,no
4,fantasy,38069,no
4,romance,41359,no
4,mystery,27437,no
3,fantasy,29553,no
3,romance,30200,no
4,young adult,28664,no
4,mystery,35205,no
4,mystery,30286,no
4,romance,45712,no
4,fantasy,35605,no
4,romance,42767,no
4,sci-fi,27011,yes
4,fantasy,35068,no
4,romance,29029,no
4,horror,30993,no
4,young adult,39419,yes
4,sci-fi,28549,no
4,#N/A,29695,no
4,romance,22876,no
4,fantasy,32846,no
4,romance,31617,no
4,romance,33926,no
4,romance,34484,no
4,thriller,27137,no
5,romance,44623,no
4,drama,31640,no
4,drama,29721,no
4,young adult,42540,no
3,mystery,28978,no
5,fantasy,32496,no
4,fantasy,37593,no
4,#N/A,24245,no
4,mystery,32455,no
4,#N/A,18825,no
4,#N/A,24450,no
4,fantasy,27432,no
4,#N/A,26888,no
4,young adult,39406,no
4,mystery,36188,no
5,fantasy,24340,no
4,romance,50044,no
4,fantasy,36193,no
4,young adult,26210,no
4,young adult,39863,yes
4,#N/A,32899,no
4,mystery,26878,no
4,young adult,27358,yes
4,young adult,39455,no
4,fantasy,18104,no
4,mystery,29103,yes
5,fantasy,44289,no
4,young adult,28820,no
4,sci-fi,29055,no
4,fantasy,42252,no
4,fantasy,45721,no
4,sci-fi,30135,no
4,sci-fi,30664,no
4,fantasy,33764,no
4,fantasy,27146,no
3,romance,28063,yes
4,#N/A,23898,no
4,young adult,30228,yes
3,mystery,25135,no
4,fantasy,32000,no
4,romance,26597,no
4,#N/A,25674,no
4,romance,26249,no
4,romance,33719,no
4,romance,26798,no
4,fantasy,35287,no
4,comedy,27706,no
4,mystery,16536,yes
4,young adult,47773,no
4,thriller,30367,no
4,romance,38879,no
5,fantasy,26364,no
3,mystery,28006,no
3,#N/A,20056,yes
4,horror,24898,no
4,sci-fi,25474,no
4,fantasy,48264,no
4,romance,24884,no
3,mystery,27719,no
4,fantasy,37324,no
5,fantasy,33220,no
4,young adult,37232,no
4,mystery,29777,no
4,fantasy,30724,no
4,fantasy,30884,no
4,mystery,29745,no
4,fantasy,33510,no
4,fantasy,25533,no
4,young adult,30468,no
4,drama,31851,no
4,young adult,25327,yes
4,fantasy,30592,no
4,#N/A,30577,no
4,romance,22912,no
4,young adult,43323,no
4,romance,27109,no
4,fantasy,32709,no
4,mystery,26232,no
4,drama,30831,no
4,romance,24967,no
4,fantasy,32944,no
3,comedy,23614,no
4,romance,44678,no
4,fantasy,34271,no
4,romance,25371,no
4,drama,27244,no
4,romance,30403,no
4,fantasy,39792,no
4,fantasy,31537,no
4,young adult,34579,no
4,#N/A,26555,no
4,fantasy,35708,no
4,#N/A,30894,no
4,#N/A,26267,no
4,fantasy,33738,no
4,#N/A,26754,no
4,fantasy,32002,no
4,mystery,24685,no
4,fantasy,32699,no
4,fantasy,27675,no
4,crime,23294,no
4,fantasy,38655,no
4,fantasy,27706,no
4,young adult,37656,no
4,fantasy,32785,no
4,#N/A,24879,no
4,mystery,26377,no
4,romance,32490,no
4,fantasy,28675,yes
4,comedy,28922,no
4,fantasy,28503,no
4,young adult,41536,no
4,young adult,21798,no
4,fantasy,29687,no
3,sci-fi,26841,no
4,fantasy,43181,no
4,#N/A,25099,no
4,young adult,37682,no
4,mystery,29862,no
4,romance,29179,no
4,#N/A,24727,no
4,young adult,43435,no
4,young adult,33679,no
4,comedy,26551,no
4,fantasy,39307,no
4,horror,32734,no
4,fantasy,28866,no
4,#N/A,30221,no
3,romance,30829,no
4,young adult,30193,no
4,young adult,53570,no
4,romance,32029,no
4,fantasy,37225,no
4,fantasy,34002,no
4,horror,25625,no
4,fantasy,33653,no
4,fantasy,26440,yes
4,mystery,31883,no
4,fantasy,36260,no
4,romance,31744,no
4,mystery,28849,no
4,#N/A,28581,no
4,mystery,29596,no
5,sci-fi,27855,no
4,fantasy,34094,no
4,fantasy,31771,no
4,#N/A,27207,no
4,fantasy,32861,no
4,fantasy,27116,no
4,drama,35296,yes
4,young adult,32754,no
4,mystery,30066,no
4,thriller,27904,no
4,horror,32781,no
4,young adult,33935,no
4,young adult,28857,yes
4,horror,29258,no
4,young adult,35111,no
3,drama,28058,no
4,horror,29721,no
4,horror,33086,no
4,#N/A,33642,no
4,romance,21358,no
4,fantasy,36759,no
4,drama,26070,no
4,crime,31265,no
4,#N/A,26295,no
4,romance,41837,no
3,fantasy,17563,no
4,romance,50146,no
4,crime,25493,no
4,romance,27778,no
4,drama,28050,no
4,#N/A,30283,yes
4,young adult,37177,no
4,young adult,37689,no
4,mystery,23408,no
4,#N/A,29848,no
4,fantasy,27105,no
4,mystery,30180,no
5,fantasy,32544,no
4,fantasy,32362,no
4,sci-fi,29364,no
4,fairy-tales,25306,no
4,romance,24162,no
4,romance,29372,yes
4,romance,22026,no
4,fantasy,28655,yes
4,sci-fi,29562,no
4,#N/A,28870,no
4,romance,41454,no
3,mystery,31035,no
4,fantasy,31333,no
4,fantasy,44487,no
3,thriller,22229,no
4,romance,31235,no
4,young adult,43203,no
4,romance,26390,yes
4,#N/A,26813,no
4,fantasy,35694,no
4,young adult,29278,no
3,thriller,27904,no
4,mystery,23614,no
4,young adult,27725,no
4,#N/A,24744,no
4,fantasy,30171,no
4,#N/A,28598,no
4,romance,52083,no
4,#N/A,25389,no
4,young adult,36683,no
4,comedy,24365,yes
4,romance,40827,no
4,#N/A,28149,no
4,comedy,22847,no
4,horror,27234,no
4,young adult,32296,yes
4,mystery,30834,no
4,young adult,19771,no
4,romance,19734,yes
4,young adult,40519,no
4,fantasy,30500,no
4,young adult,53515,no
4,romance,44076,no
4,romance,23407,no
4,young adult,33400,no
4,horror,25774,no
4,fantasy,42427,no
4,#N/A,18276,no
3,crime,28506,no
4,fantasy,40807,no
4,fantasy,43289,no
4,young adult,24660,no
4,romance,28782,no
4,#N/A,27044,no
4,mystery,25200,no
4,mystery,28875,no
4,#N/A,25066,no
4,young adult,41713,no
4,fantasy,38535,no
4,romance,29663,no
4,mystery,30318,no
4,drama,29231,no
4,horror,27124,no
4,mystery,29834,no
4,romance,28428,yes
4,young adult,35196,no
4,mystery,17326,no
4,fantasy,30570,no
4,fantasy,44588,no
4,sci-fi,24213,no
4,drama,28024,yes
4,mystery,25865,no
4,mystery,25288,no
4,drama,30267,no
4,sci-fi,28386,no
4,thriller,24598,no
4,fantasy,32830,no
4,#N/A,27352,no
4,young adult,33023,yes
4,fantasy,23765,no
4,mystery,29598,no
4,comedy,25374,no
4,horror,33383,no
4,fantasy,30578,yes
4,young adult,23737,no
4,#N/A,24481,no
4,horror,27242,no
4,fantasy,25043,no
4,fantasy,21143,no
4,comedy,31485,no
4,#N/A,25570,no
4,young adult,31445,no
4,young adult,32443,no
4,#N/A,26920,no
4,sci-fi,33000,no
4,thriller,18073,no
5,crime,27173,no
4,fantasy,32127,no
4,#N/A,18956,no
4,mystery,18672,no
4,#N/A,25826,no
4,romance,45825,no
4,fantasy,40036,no
4,young adult,33398,no
4,#N/A,30880,no
4,fantasy,26237,no
4,#N/A,28453,no
4,fantasy,27839,no
4,romance,28891,no
4,#N/A,26550,no
4,romance,24202,no
4,romance,29385,no
4,mystery,21903,no
4,romance,24595,no
4,fantasy,30926,no
4,fantasy,40737,no
4,romance,27534,no
4,sci-fi,25914,no
4,horror,28875,no
4,romance,43188,no
4,mystery,39872,no
4,romance,28095,no
4,mystery,29973,no
4,young adult,28952,no
4,romance,25267,yes
4,horror,28815,no
4,fantasy,29375,no
4,fantasy,46825,no
4,young adult,27845,no
4,sci-fi,37873,no
4,young adult,25504,no
4,young adult,45127,no
4,romance,44106,no
4,crime,24270,no
4,sci-fi,26560,yes
4,fantasy,34086,no
4,romance,28690,yes
4,fantasy,23911,no
4,thriller,25523,no
4,fantasy,27754,no
4,#N/A,28327,no
4,fantasy,37403,no
4,mystery,27510,no
4,crime,17001,no
4,fantasy,33355,no
4,fantasy,23950,no
4,sci-fi,29685,no
4,#N/A,26172,no
4,#N/A,29586,no
4,horror,30691,no
4,comedy,27523,no
4,#N/A,27718,no
4,fantasy,33917,no
4,drama,28617,yes
4,romance,39102,no
3,drama,28299,no
4,sci-fi,28139,yes
4,#N/A,26284,no
4,mystery,24245,no
5,romance,37667,no
3,comedy,29695,no
4,#N/A,24158,yes
4,young adult,24828,no
4,romance,37204,no
4,mystery,28789,no
4,sci-fi,26262,no
4,young adult,23055,no
4,fantasy,34640,yes
4,fantasy,33789,no
4,#N/A,28436,no
4,young adult,35181,no
4,young adult,25728,no
4,romance,26584,no
4,comedy,27928,no
4,thriller,23336,yes
4,#N/A,25752,no
4,romance,40001,no
4,#N/A,27178,no
4,sci-fi,27359,no
4,romance,25002,no
4,disney,27469,no
4,romance,39310,no
4,fantasy,29943,no
4,fantasy,30831,no
4,comedy,29749,no
4,young adult,36501,no
4,sci-fi,24990,no
4,#N/A,24568,no
4,young adult,39306,yes
4,fantasy,24920,no
4,romance,30973,no
4,#N/A,24111,no
4,comedy,18072,no
4,#N/A,26344,no
4,romance,40788,no
4,drama,25332,yes
4,young adult,24007,no
4,fantasy,22620,no
4,fantasy,40060,no
4,crime,31572,no
4,fantasy,30804,no
4,fantasy,31129,no
4,comedy,24071,no
4,comedy,23015,no
4,comedy,25172,no
4,sci-fi,23046,no
4,fantasy,25023,no
4,fantasy,24529,no
4,#N/A,23778,no
4,#N/A,22207,no
4,romance,32670,no
4,#N/A,28720,no
4,romance,40399,no
4,fantasy,39200,yes
4,#N/A,24060,no
4,romance,27650,no
4,fantasy,36102,no
4,mystery,30752,no
4,young adult,29273,no
4,fantasy,27152,no
4,romance,24070,no
4,fantasy,38911,no
4,young adult,36772,no
4,comedy,29934,no
4,mystery,29406,no
4,thriller,23726,no
4,mystery,27437,no
4,mystery,28593,no
3,thriller,24768,no
4,mystery,28203,no
4,#N/A,24578,no
4,young adult,36754,no
4,fantasy,29397,no
5,comedy,28900,no
4,fantasy,26303,no
4,thriller,25082,yes
4,#N/A,23873,yes
4,sci-fi,26350,no
4,romance,32128,no
4,romance,28712,no
4,fantasy,27721,no
4,fantasy,25623,yes
4,young adult,30154,no
