Amazon Index (ASIN),File Name,Image URL,Title,Author,Category ID,Category
879721987,0879721987.jpg,http://ecx.images-amazon.com/images/I/41oTqjFaMbL.jpg,Dr. Joe Bell: Model for Sherlock Holmes,Ely M. Liebow,17,"Mystery, Thriller & Suspense"
160809040X,160809040X.jpg,http://ecx.images-amazon.com/images/I/51DtxzszD1L.jpg,Thrillers: 100 Must-Reads,,17,"Mystery, Thriller & Suspense"
857682482,0857682482.jpg,http://ecx.images-amazon.com/images/I/51Dh%2Bn96TlL.jpg,The Complete Inspector Morse (New Revised Edition),David Bishop,17,"Mystery, Thriller & Suspense"
1137033983,1137033983.jpg,http://ecx.images-amazon.com/images/I/41sL0a62ABL.jpg,The Riddles of Harry Potter: Secret Passages and Interpretive Quests,Shira Wolosky,17,"Mystery, Thriller & Suspense"
075247152X,075247152X.jpg,http://ecx.images-amazon.com/images/I/51duAUTVkTL.jpg,The Sherlock Holmes Miscellany,Roger Johnson,17,"Mystery, Thriller & Suspense"
745664059,0745664059.jpg,http://ecx.images-amazon.com/images/I/513UtVLsnLL.jpg,"Mysteries and Conspiracies: Detective Stories, Spy Novels and the Making of Modern Societies",Luc Boltanski,17,"Mystery, Thriller & Suspense"
1405167653,1405167653.jpg,http://ecx.images-amazon.com/images/I/41y6R21kHrL.jpg,A Companion to Crime Fiction,,17,"Mystery, Thriller & Suspense"
199658781,0199658781.jpg,http://ecx.images-amazon.com/images/I/511f83IYEPL.jpg,Crime Fiction: A Very Short Introduction (Very Short Introductions),Richard Bradford,17,"Mystery, Thriller & Suspense"
313320578,0313320578.jpg,http://ecx.images-amazon.com/images/I/412PD2MF6YL.jpg,A Ross Macdonald Companion:,Robert L. Gale,17,"Mystery, Thriller & Suspense"
199794960,0199794960.jpg,http://ecx.images-amazon.com/images/I/51oCE9eSMlL.jpg,The Scientific Sherlock Holmes: Cracking the Case with Science and Forensics,James O'Brien,17,"Mystery, Thriller & Suspense"
743255801,0743255801.jpg,http://ecx.images-amazon.com/images/I/51ylGv8KI7L.jpg,The Scarpetta Collection Volume I: Postmortem and Body of Evidence (Kay Scarpetta),Patricia Cornwell,17,"Mystery, Thriller & Suspense"
1586634682,1586634682.jpg,http://ecx.images-amazon.com/images/I/41E5HXEW3XL.jpg,Spark Notes And Then There Were None,Agatha Christie,17,"Mystery, Thriller & Suspense"
870239953,0870239953.jpg,http://ecx.images-amazon.com/images/I/510hmhCdv4L.jpg,The Blues Detective: A Study of African American Detective Fiction,Stephen Soitos,17,"Mystery, Thriller & Suspense"
813136717,0813136717.jpg,http://ecx.images-amazon.com/images/I/41NjtRtqlHL.jpg,The Philosophy of Sherlock Holmes (Philosophy Of Popular Culture),,17,"Mystery, Thriller & Suspense"
801854660,0801854660.jpg,http://ecx.images-amazon.com/images/I/41nREpPvkoL.jpg,"The Mystery to a Solution: Poe, Borges, and the Analytic Detective Story",John T. Irwin,17,"Mystery, Thriller & Suspense"
692510249,0692510249.jpg,http://ecx.images-amazon.com/images/I/31m5b52UCUL.jpg,Masters of Detection Volume III (Volume 3),Don D'Ammassa,17,"Mystery, Thriller & Suspense"
472085859,0472085859.jpg,http://ecx.images-amazon.com/images/I/414JN2H9Q7L.jpg,The Perfect Murder: A Study in Detection,David Lehman,17,"Mystery, Thriller & Suspense"
230218865,0230218865.jpg,http://ecx.images-amazon.com/images/I/51-GbNLUfEL.jpg,The Noir Thriller (Crime Files),Lee Horsley,17,"Mystery, Thriller & Suspense"
1439908117,1439908117.jpg,http://ecx.images-amazon.com/images/I/51zwCnU0spL.jpg,Pimping Fictions: African American Crime Literature and the Untold Story of Black Pulp Publishing,Justin Gifford,17,"Mystery, Thriller & Suspense"
892964960,0892964960.jpg,http://ecx.images-amazon.com/images/I/41jZ6TU1T8L.jpg,Bloody Murder: From the Detective Story to the Crime Novel,Julian Symons,17,"Mystery, Thriller & Suspense"
082031739X,082031739X.jpg,http://ecx.images-amazon.com/images/I/51eFkf%2BAr5L.jpg,Girl Sleuth,Bobbie Mason,17,"Mystery, Thriller & Suspense"
230361447,0230361447.jpg,http://ecx.images-amazon.com/images/I/41cLbT5FuhL.jpg,Death in a Cold Climate: A Guide to Scandinavian Crime Fiction (Crime Files),Barry Forshaw,17,"Mystery, Thriller & Suspense"
374529272,0374529272.jpg,http://ecx.images-amazon.com/images/I/51R9BTECPKL.jpg,Axel's Castle: A Study of the Imaginative Literature of 1870-1930 (FSG Classics),Edmund Wilson,17,"Mystery, Thriller & Suspense"
312610564,0312610564.jpg,http://ecx.images-amazon.com/images/I/51kdAFkdxXL.jpg,The Tattooed Girl: The Enigma of Stieg Larsson and the Secrets Behind the Most Compelling Thrillers of Our Time,Dan Burstein,17,"Mystery, Thriller & Suspense"
738205893,0738205893.jpg,http://ecx.images-amazon.com/images/I/41EGci7dDZL.jpg,"Conned Again, Watson! Cautionary Tales of Logic, Math, and Probability",Colin Bruce,17,"Mystery, Thriller & Suspense"
877455015,0877455015.jpg,http://ecx.images-amazon.com/images/I/41O9s%2BfpzCL.jpg,Rediscovering Nancy Drew,,17,"Mystery, Thriller & Suspense"
1412023041,1412023041.jpg,http://ecx.images-amazon.com/images/I/41hQAdgGg1L.jpg,Everyman's Guide to the Mysteries of Agatha Christie,Bruce Pendergast,17,"Mystery, Thriller & Suspense"
1612194214,1612194214.jpg,http://ecx.images-amazon.com/images/I/51mvzx48K-L.jpg,Ray Bradbury: The Last Interview: And other Conversations (The Last Interview Series),Ray Bradbury,17,"Mystery, Thriller & Suspense"
521136067,0521136067.jpg,http://ecx.images-amazon.com/images/I/51hq2xkAxeL.jpg,The Cambridge Companion to American Crime Fiction (Cambridge Companions to Literature),,17,"Mystery, Thriller & Suspense"
080326240X,080326240X.jpg,http://ecx.images-amazon.com/images/I/41EB2soZsbL.jpg,The Politics of James Bond: From Fleming's Novels to the Big Screen,Jeremy Black,17,"Mystery, Thriller & Suspense"
972589864,0972589864.jpg,http://ecx.images-amazon.com/images/I/51DP6WY27VL.jpg,"Discovering The Maltese Falcon and Sam Spade: The Evolution of Dashiell Hammett's Masterpiece, Including John Huston's Movie with Humphrey Bogart (The Ace Performer Collection series)",,17,"Mystery, Thriller & Suspense"
425241564,0425241564.jpg,http://ecx.images-amazon.com/images/I/61in3In786L.jpg,The Measby Murder Enquiry (Ivy Beasley),Ann Purser,17,"Mystery, Thriller & Suspense"
1783205210,1783205210.jpg,http://ecx.images-amazon.com/images/I/51GBsyS8NKL.jpg,Crime Uncovered: Detective,,17,"Mystery, Thriller & Suspense"
1935618571,1935618571.jpg,http://ecx.images-amazon.com/images/I/51AONlGu%2BSL.jpg,In Pursuit of Spenser: Mystery Writers on Robert B. Parker and the Creation of an American Hero,,17,"Mystery, Thriller & Suspense"
786424524,0786424524.jpg,http://ecx.images-amazon.com/images/I/51508JAY1RL.jpg,The Charlie Chan Film Encyclopedia,Howard M. Berlin,17,"Mystery, Thriller & Suspense"
1880284928,1880284928.jpg,http://ecx.images-amazon.com/images/I/61RuEpB1tNL.jpg,How to Write Killer Historical Mysteries: The Art and Adventure of Sleuthing Through the Past,Kathy Lynn Emerson,17,"Mystery, Thriller & Suspense"
674018524,0674018524.jpg,http://ecx.images-amazon.com/images/I/415VVbWSobL.jpg,Possessions: The History and Uses of Haunting in the Hudson Valley,Judith Richardson,17,"Mystery, Thriller & Suspense"
879513519,0879513519.jpg,http://ecx.images-amazon.com/images/I/51yDStJIzZL.jpg,Raymond Chandler's Los Angeles,Alain Silver,17,"Mystery, Thriller & Suspense"
1593934009,1593934009.jpg,http://ecx.images-amazon.com/images/I/51nZAv6DWJL.jpg,The Thin Man: Murder Over Cocktails (Film Series),Charles Tranberg,17,"Mystery, Thriller & Suspense"
809562790,0809562790.jpg,http://ecx.images-amazon.com/images/I/51NB%2Bcl%2BiSL.jpg,Art in the Blood,Craig McDonald,17,"Mystery, Thriller & Suspense"
1892040018,1892040018.jpg,http://ecx.images-amazon.com/images/I/51R0S6CPB7L.jpg,Tony Hillerman's Indian Country Map & Guide,Florence C. Lister,17,"Mystery, Thriller & Suspense"
1569757739,1569757739.jpg,http://ecx.images-amazon.com/images/I/51Jkjp53HEL.jpg,"Deciphering the Lost Symbol: Freemasons, Myths and the Mysteries of Washington, D.C.",Christopher L. Hodapp,17,"Mystery, Thriller & Suspense"
425205541,0425205541.jpg,http://ecx.images-amazon.com/images/I/51enLBCdQjL.jpg,The Robert B. Parker Companion,Dean James,17,"Mystery, Thriller & Suspense"
1780971818,1780971818.jpg,http://ecx.images-amazon.com/images/I/51WSIp3IG5L.jpg,The World of Agatha Christie: The Facts and Fiction of the World's Greatest Crime Writer,Martin Fido,17,"Mystery, Thriller & Suspense"
312309457,0312309457.jpg,http://ecx.images-amazon.com/images/I/51Gwv3WtgpL.jpg,Murder and Mayhem: A Doctor Answers Medical and Forensic Questions for Mystery Writers,D. P. Lyle,17,"Mystery, Thriller & Suspense"
399536981,0399536981.jpg,http://ecx.images-amazon.com/images/I/513b1Qm3daL.jpg,Success Secrets of Sherlock Holmes: Life Lessons from the Master Detective,David Acord,17,"Mystery, Thriller & Suspense"
151722803,0151722803.jpg,http://ecx.images-amazon.com/images/I/41q31ZVYOnL.jpg,The Poetics of Murder: Detective Fiction and Literary Theory,,17,"Mystery, Thriller & Suspense"
521008719,0521008719.jpg,http://ecx.images-amazon.com/images/I/51TkYGECjZL.jpg,The Cambridge Companion to Crime Fiction (Cambridge Companions to Literature),,17,"Mystery, Thriller & Suspense"
195072391,0195072391.jpg,http://ecx.images-amazon.com/images/I/51Ge3ymYGSL.jpg,The Oxford Companion to Crime and Mystery Writing,,17,"Mystery, Thriller & Suspense"
1570035776,1570035776.jpg,http://ecx.images-amazon.com/images/I/41t0xO10JAL.jpg,The Novels Of Ross Macdonald,Michael Kreyling,17,"Mystery, Thriller & Suspense"
553392719,0553392719.jpg,http://ecx.images-amazon.com/images/I/51dmxYLVEtL.jpg,Wicked Charms (Lizzy & Diesel),Janet Evanovich,17,"Mystery, Thriller & Suspense"
62351540,0062351540.jpg,http://ecx.images-amazon.com/images/I/51afqi7T6AL.jpg,The Silent Girls,Eric Rickstad,17,"Mystery, Thriller & Suspense"
385538510,0385538510.jpg,http://ecx.images-amazon.com/images/I/51ePH1wsG2L.jpg,The Night Sister: A Novel,Jennifer McMahon,17,"Mystery, Thriller & Suspense"
804169969,0804169969.jpg,http://ecx.images-amazon.com/images/I/51TP7dIdmsL.jpg,The Winter People,Jennifer McMahon,17,"Mystery, Thriller & Suspense"
451459407,0451459407.jpg,http://ecx.images-amazon.com/images/I/51K78thSaVL.jpg,Death Masks: Book Five of The Dresden Files,Jim Butcher,17,"Mystery, Thriller & Suspense"
031621681X,031621681X.jpg,http://ecx.images-amazon.com/images/I/51Pj9qyjw5L.jpg,Broken Monsters (Reading Group Guide),Lauren Beukes,17,"Mystery, Thriller & Suspense"
553593080,0553593080.jpg,http://ecx.images-amazon.com/images/I/51BNBCbhTBL.jpg,Deeply Odd: An Odd Thomas Novel,Dean Koontz,17,"Mystery, Thriller & Suspense"
804173486,0804173486.jpg,http://ecx.images-amazon.com/images/I/51BkQcKXQUL.jpg,The Ghost and Mrs. Muir: Vintage Movie Classics,R. A. Dick,17,"Mystery, Thriller & Suspense"
425256391,0425256391.jpg,http://ecx.images-amazon.com/images/I/51-yhPA8GBL.jpg,Dead Ever After: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,17,"Mystery, Thriller & Suspense"
425256383,0425256383.jpg,http://ecx.images-amazon.com/images/I/51aDt6OkErL.jpg,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,17,"Mystery, Thriller & Suspense"
425276562,0425276562.jpg,http://ecx.images-amazon.com/images/I/51281MeAJLL.jpg,Ghost to the Rescue: A Bailey Ruth Ghost Novel,Carolyn Hart,17,"Mystery, Thriller & Suspense"
052595306X,052595306X.jpg,http://ecx.images-amazon.com/images/I/51CtuIYcZ%2BL.jpg,Deceptions (Cainsville),Kelley Armstrong,17,"Mystery, Thriller & Suspense"
142001805,0142001805.jpg,http://ecx.images-amazon.com/images/I/51mx1JiUlxL.jpg,The Eyre Affair: A Thursday Next Novel,Jasper Fforde,17,"Mystery, Thriller & Suspense"
034553302X,034553302X.jpg,http://ecx.images-amazon.com/images/I/51U%2BmjAUN7L.jpg,Brother Odd: An Odd Thomas Novel,Dean Koontz,17,"Mystery, Thriller & Suspense"
1937007359,1937007359.jpg,http://ecx.images-amazon.com/images/I/51eUqWi4C4L.jpg,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,17,"Mystery, Thriller & Suspense"
143125389,0143125389.jpg,http://ecx.images-amazon.com/images/I/51ev36VxyDL.jpg,The Bookman's Tale: A Novel of Obsession,Charlie Lovett,17,"Mystery, Thriller & Suspense"
441016995,0441016995.jpg,http://ecx.images-amazon.com/images/I/41ukdYET0bL.jpg,"Dead Until Dark  (Sookie Stackhouse/True Blood, Book 1)",Charlaine Harris,17,"Mystery, Thriller & Suspense"
140134092X,140134092X.jpg,http://ecx.images-amazon.com/images/I/614WtGvjWDL.jpg,The Monsters of Templeton,Lauren Groff,17,"Mystery, Thriller & Suspense"
765368056,0765368056.jpg,http://ecx.images-amazon.com/images/I/51ZZG0O-NLL.jpg,Fear City (Repairman Jack),F. Paul Wilson,17,"Mystery, Thriller & Suspense"
054774501X,054774501X.jpg,http://ecx.images-amazon.com/images/I/41PTaeYQpZL.jpg,The Hangman's Daughter (Hangman's Daughter Tales),Oliver Pötzsch,17,"Mystery, Thriller & Suspense"
345527798,0345527798.jpg,http://ecx.images-amazon.com/images/I/51FK51V5dHL.jpg,Wicked Business: A Lizzy and Diesel Novel (Lizzy & Diesel),Janet Evanovich,17,"Mystery, Thriller & Suspense"
042526825X,042526825X.jpg,http://ecx.images-amazon.com/images/I/51FRPOPKutL.jpg,Spell Booked (Retired Witches Mysteries),Joyce and Jim Lavene,17,"Mystery, Thriller & Suspense"
1490604243,1490604243.jpg,http://ecx.images-amazon.com/images/I/51CpCmu5%2BNL.jpg,Written In My Own Heart's Blood (The Outlander series),Diana Gabaldon,17,"Mystery, Thriller & Suspense"
1503946193,1503946193.jpg,http://ecx.images-amazon.com/images/I/41ati2hkZeL.jpg,Abandon,Blake Crouch,17,"Mystery, Thriller & Suspense"
425269272,0425269272.jpg,http://ecx.images-amazon.com/images/I/511shGKJusL.jpg,Ghost in the Wind (A Haunted Guesthouse Mystery),E.J. Copperman,17,"Mystery, Thriller & Suspense"
1455582913,1455582913.jpg,http://ecx.images-amazon.com/images/I/410kgvd0mfL.jpg,Brimstone (Agent Pendergast series),Douglas Preston,17,"Mystery, Thriller & Suspense"
451240596,0451240596.jpg,http://ecx.images-amazon.com/images/I/51h6LloiaPL.jpg,Return to Tradd Street,Karen White,17,"Mystery, Thriller & Suspense"
399170871,0399170871.jpg,http://ecx.images-amazon.com/images/I/519MZZh4CbL.jpg,Obsession in Death,J. D. Robb,17,"Mystery, Thriller & Suspense"
385337485,0385337485.jpg,http://ecx.images-amazon.com/images/I/41Ma7gIu8mL.jpg,Lord John and the Private Matter: A Novel (Lord John Grey),Diana Gabaldon,17,"Mystery, Thriller & Suspense"
991677641,0991677641.jpg,http://ecx.images-amazon.com/images/I/51tc1cGThCL.jpg,The Point Between: A Metaphysical Mystery,M. A. Demers,17,"Mystery, Thriller & Suspense"
451465784,0451465784.jpg,http://ecx.images-amazon.com/images/I/51nQDjJhPBL.jpg,Spellcasting in Silk: A Witchcraft Mystery,Juliet Blackwell,17,"Mystery, Thriller & Suspense"
451471318,0451471318.jpg,http://ecx.images-amazon.com/images/I/51oIZ7bx6-L.jpg,Knot the Usual Suspects: A Haunted Yarn Shop Mystery,Molly MacRae,17,"Mystery, Thriller & Suspense"
051513449X,051513449X.jpg,http://ecx.images-amazon.com/images/I/51DdVrDnVXL.jpg,"Guilty Pleasures (Anita Blake, Vampire Hunter: Book 1)",Laurell K. Hamilton,17,"Mystery, Thriller & Suspense"
441018238,0441018238.jpg,http://ecx.images-amazon.com/images/I/5160pX-mQoL.jpg,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),Charlaine Harris,17,"Mystery, Thriller & Suspense"
1515359298,1515359298.jpg,http://ecx.images-amazon.com/images/I/51wMl8hQENL.jpg,The Cats that Stalked a Ghost (The Cats that . . . Cozy Mystery) (Volume 6),Karen Anne Golden,17,"Mystery, Thriller & Suspense"
441018513,0441018513.jpg,http://ecx.images-amazon.com/images/I/51IlYDmbMDL.jpg,"Dead And Gone (Sookie Stackhouse/True Blood, Book 9)",Charlaine Harris,17,"Mystery, Thriller & Suspense"
151767056X,151767056X.jpg,http://ecx.images-amazon.com/images/I/51NeJO7MGnL.jpg,The Beginning (Psychic Crime Fighters) (Volume 1),Mr. David Graham,17,"Mystery, Thriller & Suspense"
451225090,0451225090.jpg,http://ecx.images-amazon.com/images/I/51Wc9GBtniL.jpg,The House on Tradd Street,Karen White,17,"Mystery, Thriller & Suspense"
312383355,0312383355.jpg,http://ecx.images-amazon.com/images/I/518DdhnVVmL.jpg,Wicked Appetite (Lizzy and Diesel),Janet Evanovich,17,"Mystery, Thriller & Suspense"
B00A2ZG8UE,B00A2ZG8UE.jpg,http://ecx.images-amazon.com/images/I/512OiSIh%2B%2BL.jpg,The Haunting of Maddy Clare,Simone St. James,17,"Mystery, Thriller & Suspense"
60572965,0060572965.jpg,http://ecx.images-amazon.com/images/I/51V9LlmhHAL.jpg,"Dead Witch Walking (The Hollows, Book 1)",Kim Harrison,17,"Mystery, Thriller & Suspense"
451416317,0451416317.jpg,http://ecx.images-amazon.com/images/I/51ZwkPpw38L.jpg,One Potion in the Grave: A Magic Potion Mystery,Heather Blake,17,"Mystery, Thriller & Suspense"
345803302,0345803302.jpg,http://ecx.images-amazon.com/images/I/51bAvb8n7mL.jpg,El Prisionero del Cielo (Spanish Edition),Carlos Ruiz Zafon,17,"Mystery, Thriller & Suspense"
1101873027,1101873027.jpg,http://ecx.images-amazon.com/images/I/51HKRdhqdDL.jpg,The Reckoning: Book Three of the Niceville Trilogy (Vintage Crime/Black Lizard),Carsten Stroud,17,"Mystery, Thriller & Suspense"
345524594,0345524594.jpg,http://ecx.images-amazon.com/images/I/51wDn0JKHmL.jpg,Moon Over Soho (Peter Grant),Ben Aaronovitch,17,"Mystery, Thriller & Suspense"
425255840,0425255840.jpg,http://ecx.images-amazon.com/images/I/51vikT3myOL.jpg,A Skeleton in the Family (A Family Skeleton Mystery),Leigh Perry,17,"Mystery, Thriller & Suspense"
451235266,0451235266.jpg,http://ecx.images-amazon.com/images/I/515iLeQ9zbL.jpg,The Strangers on Montagu Street (Tradd Street),Karen White,17,"Mystery, Thriller & Suspense"
727885235,0727885235.jpg,http://ecx.images-amazon.com/images/I/51iVqv6djYL.jpg,Darkness on His Bones: A James Asher vampire mystery (A James Asher Vampire Novel),Barbara Hambly,17,"Mystery, Thriller & Suspense"
451227999,0451227999.jpg,http://ecx.images-amazon.com/images/I/512ugW9veYL.jpg,The Girl On Legare Street (Tradd Street),Karen White,17,"Mystery, Thriller & Suspense"
451470125,0451470125.jpg,http://ecx.images-amazon.com/images/I/513orZrEePL.jpg,A Ghoul's Guide to Love and Murder: A Ghost Hunter Mystery,Victoria Laurie,17,"Mystery, Thriller & Suspense"
1847515797,1847515797.jpg,http://ecx.images-amazon.com/images/I/619c6-e17jL.jpg,The Dark Side of The Road: A country house murder mystery with a supernatural twist,Simon Green,17,"Mystery, Thriller & Suspense"
515153001,0515153001.jpg,http://ecx.images-amazon.com/images/I/51iYDOTFpGL.jpg,"Kiss the Dead: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,17,"Mystery, Thriller & Suspense"
61143316,0061143316.jpg,http://ecx.images-amazon.com/images/I/51AWzjVfCxL.jpg,Promise Not to Tell: A Novel,Jennifer McMahon,17,"Mystery, Thriller & Suspense"
441017010,0441017010.jpg,http://ecx.images-amazon.com/images/I/51Gir%2BZf8sL.jpg,From Dead to Worse: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,17,"Mystery, Thriller & Suspense"
451419499,0451419499.jpg,http://ecx.images-amazon.com/images/I/51uiY2yCOYL.jpg,The Other Side of Midnight,Simone St. James,17,"Mystery, Thriller & Suspense"
756409608,0756409608.jpg,http://ecx.images-amazon.com/images/I/51D41LfAUlL.jpg,Broken Homes: A Rivers of London Novel,Ben Aaronovitch,17,"Mystery, Thriller & Suspense"
60779640,0060779640.jpg,http://ecx.images-amazon.com/images/I/51flNjPGJ0L.jpg,Help for the Haunted: A Novel (P.S.),John Searles,17,"Mystery, Thriller & Suspense"
451239253,0451239253.jpg,http://ecx.images-amazon.com/images/I/51GeozPGcpL.jpg,An Inquiry Into Love and Death,Simone St. James,17,"Mystery, Thriller & Suspense"
345524616,0345524616.jpg,http://ecx.images-amazon.com/images/I/61jjYljK%2B3L.jpg,Whispers Under Ground (Peter Grant),Ben Aaronovitch,17,"Mystery, Thriller & Suspense"
1604601604,1604601604.jpg,http://ecx.images-amazon.com/images/I/51BJw1DW9OL.jpg,The Ghostly Quilts on Main (Colebridge Communities),Ann Hazelwood,17,"Mystery, Thriller & Suspense"
451473868,0451473868.jpg,http://ecx.images-amazon.com/images/I/51uKmkWhdsL.jpg,Sense of Deception: A Psychic Eye Mystery,Victoria Laurie,17,"Mystery, Thriller & Suspense"
778312429,0778312429.jpg,http://ecx.images-amazon.com/images/I/51ItImaV2fL.jpg,"Sacred Evil (Krewe of Hunters, Book 3)",Heather Graham,17,"Mystery, Thriller & Suspense"
451465881,0451465881.jpg,http://ecx.images-amazon.com/images/I/61SzQo6Bk%2BL.jpg,Some Like It Witchy: A Wishcraft Mystery,Heather Blake,17,"Mystery, Thriller & Suspense"
425243745,0425243745.jpg,http://ecx.images-amazon.com/images/I/514x2HiJqxL.jpg,Royal Blood (A Royal Spyness Mystery),Rhys Bowen,17,"Mystery, Thriller & Suspense"
1477847278,1477847278.jpg,http://ecx.images-amazon.com/images/I/41wYTNffArL.jpg,Blur (Blur Trilogy),Steven James,17,"Mystery, Thriller & Suspense"
451416309,0451416309.jpg,http://ecx.images-amazon.com/images/I/51Yb6ld5zhL.jpg,A Potion to Die For: A Magic Potion Mystery,Heather Blake,17,"Mystery, Thriller & Suspense"
441010512,0441010512.jpg,http://ecx.images-amazon.com/images/I/51CMqkkx8gL.jpg,"Club Dead (Sookie Stackhouse/True Blood, Book 3)",Charlaine Harris,17,"Mystery, Thriller & Suspense"
1605988782,1605988782.jpg,http://ecx.images-amazon.com/images/I/51EZgHuGLdL.jpg,Charlotte's Story: A Bliss House Novel,Laura Benedict,17,"Mystery, Thriller & Suspense"
1515361896,1515361896.jpg,http://ecx.images-amazon.com/images/I/51kKh2Swq%2BL.jpg,Mystic Mayhem (Mystic Isle Mysteries ) (Volume 1),Sally J Smith,17,"Mystery, Thriller & Suspense"
1476763690,1476763690.jpg,http://ecx.images-amazon.com/images/I/51TFDNL4e%2BL.jpg,The Cinderella Murder: An Under Suspicion Novel,Mary Higgins Clark,17,"Mystery, Thriller & Suspense"
425266680,0425266680.jpg,http://ecx.images-amazon.com/images/I/6177RA4hgTL.jpg,Parchment and Old Lace: A Scrapbooking Mystery,Laura Childs,17,"Mystery, Thriller & Suspense"
62325353,0062325353.jpg,http://ecx.images-amazon.com/images/I/513iCfc1EmL.jpg,Flesh and Blood: A Scarpetta Novel (Kay Scarpetta),Patricia Cornwell,17,"Mystery, Thriller & Suspense"
345542894,0345542894.jpg,http://ecx.images-amazon.com/images/I/51ntFVm2hsL.jpg,Takedown Twenty (Stephanie Plum),Janet Evanovich,17,"Mystery, Thriller & Suspense"
425271579,0425271579.jpg,http://ecx.images-amazon.com/images/I/51nMsXd6fAL.jpg,W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,17,"Mystery, Thriller & Suspense"
312924585,0312924585.jpg,http://ecx.images-amazon.com/images/I/51bteLQSJ8L.jpg,The Silence of the Lambs (Hannibal Lecter),Thomas Harris,17,"Mystery, Thriller & Suspense"
1400034779,1400034779.jpg,http://ecx.images-amazon.com/images/I/51rxJ2yKFsL.jpg,The No. 1 Ladies' Detective Agency (Book 1),Alexander McCall Smith,17,"Mystery, Thriller & Suspense"
345543130,0345543130.jpg,http://ecx.images-amazon.com/images/I/51-zE%2BKSm8L.jpg,The Job: A Fox and O'Hare Novel,Janet Evanovich,17,"Mystery, Thriller & Suspense"
425255859,0425255859.jpg,http://ecx.images-amazon.com/images/I/51Cnyva7JEL.jpg,The Skeleton Haunts a House (A Family Skeleton Mystery),Leigh Perry,17,"Mystery, Thriller & Suspense"
1617732168,1617732168.jpg,http://ecx.images-amazon.com/images/I/51YZ0DLD9rL.jpg,Wedding Cake Murder (A Hannah Swensen Mystery),Joanne Fluke,17,"Mystery, Thriller & Suspense"
425268268,0425268268.jpg,http://ecx.images-amazon.com/images/I/51D2D22IVpL.jpg,Looking for Mr. Good Witch (Retired Witches Mysteries),Joyce and Jim Lavene,17,"Mystery, Thriller & Suspense"
1455545325,1455545325.jpg,http://ecx.images-amazon.com/images/I/51m2SXJ%2B%2BCL.jpg,Long Upon the Land (A Deborah Knott Mystery),Margaret Maron,17,"Mystery, Thriller & Suspense"
1476749086,1476749086.jpg,http://ecx.images-amazon.com/images/I/51SybCn-TaL.jpg,I've Got You Under My Skin: A Novel (An Under Suspicion Novel),Mary Higgins Clark,17,"Mystery, Thriller & Suspense"
425280306,0425280306.jpg,http://ecx.images-amazon.com/images/I/51mfcG1NiXL.jpg,The Man Who Fell from the Sky: A Wind River Mystery,Margaret Coel,17,"Mystery, Thriller & Suspense"
045147550X,045147550X.jpg,http://ecx.images-amazon.com/images/I/517xx05QEIL.jpg,Pop Goes the Weasel: A Detective Helen Grace Thriller (A Helen Grace Thriller),M. J. Arlidge,17,"Mystery, Thriller & Suspense"
307473007,0307473007.jpg,http://ecx.images-amazon.com/images/I/61z9xWnHFOL.jpg,The Minor Adjustment Beauty Salon (No. 1 Ladies' Detective Agency Series),Alexander McCall Smith,17,"Mystery, Thriller & Suspense"
446696617,0446696617.jpg,http://ecx.images-amazon.com/images/I/51udawWvXIL.jpg,1st to Die (Women's Murder Club),James Patterson,17,"Mystery, Thriller & Suspense"
312362080,0312362080.jpg,http://ecx.images-amazon.com/images/I/51K9TEy8QHL.jpg,"One for the Money (Stephanie Plum, No. 1) (Stephanie Plum Novels)",Janet Evanovich,17,"Mystery, Thriller & Suspense"
042526257X,042526257X.jpg,http://ecx.images-amazon.com/images/I/51T08B83c0L.jpg,Murder Most Howl (A Paws & Claws Mystery),Krista Davis,17,"Mystery, Thriller & Suspense"
080417072X,080417072X.jpg,http://ecx.images-amazon.com/images/I/51djiBUnSyL.jpg,Veronica Mars (2): An Original Mystery by Rob Thomas: Mr. Kiss and Tell,Rob Thomas,17,"Mystery, Thriller & Suspense"
1455515795,1455515795.jpg,http://ecx.images-amazon.com/images/I/519TOu%2BY94L.jpg,12th of Never (Women's Murder Club),James Patterson,17,"Mystery, Thriller & Suspense"
1476754470,1476754470.jpg,http://ecx.images-amazon.com/images/I/51Tt8%2BxJKYL.jpg,Mr. Mercedes: A Novel (The Bill Hodges Trilogy),Stephen King,17,"Mystery, Thriller & Suspense"
345543246,0345543246.jpg,http://ecx.images-amazon.com/images/I/51EK0KKNuHL.jpg,Sycamore Row (The Jake Brigance),John Grisham,17,"Mystery, Thriller & Suspense"
156027321,0156027321.jpg,http://ecx.images-amazon.com/images/I/51y4GyO5%2BCL.jpg,Life of Pi,Yann Martel,17,"Mystery, Thriller & Suspense"
