book_id,title,books_count,isbn,authors,original_title,,language_code,average_rating,ratings_count,Class
2757,"Ahab's Wife, or The Star-Gazer",29,60838744,Sena Jeter Naslund,,,en-US,4.02,34603,no
2758,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",15,345470575,"CLAMP, Anthony Gerard",ツバサ-RESERVoir CHRoNiCLE- 1,,eng,4.12,34661,no
2759,"A Living Nightmare (Cirque Du Freak, #1)",86,316905712,Darren Shan,"Cirque Du Freak (Cirque du Freak, #1) ",,,4.07,38753,no
2760,"The League of Extraordinary Gentlemen, Vol. 1",36,1563898586,"Alan Moore, Kevin O'Neill","The League of Extraordinary Gentlemen, Vol. I",,eng,3.93,40404,yes
2761,Feed,32,763622591,M.T. Anderson,Feed,,eng,3.54,42426,no
2762,"Angels' Blood (Guild Hunter, #1)",38,425226921,Nalini Singh,,,eng,4.12,53738,no
2763,Medea,304,486275485,"Euripides, Rex Warner",Mήδεια,,en-GB,3.83,40237,no
2764,"The Demon King (Seven Realms, #1)",28,1423118235,Cinda Williams Chima,The Demon King,,en-US,4.2,46756,no
2765,Hinds' Feet on High Places,83,842314296,Hannah Hurnard,Hinds' Feet on High Places,,,4.3,33398,no
2766,Black Hole,24,037542380X,Charles Burns,Black Hole,,eng,3.83,33070,no
2767,"Saga, Vol. 3 (Saga, #3)",22,1607069318,"Brian K. Vaughan, Fiona Staples","Saga, Volume Three",,eng,4.56,47549,no
2768,"Personal (Jack Reacher, #19)",64,804178747,Lee Child,Personal,,eng,3.9,19107,no
2769,Z: A Novel of Zelda Fitzgerald,32,1250028647,Therese Anne Fowler,Z: A Novel of Zelda Fitzgerald,,eng,3.82,27563,no
2770,A Man Without a Country,64,081297736X,Kurt Vonnegut Jr.,A Man Without a Country,,eng,4.07,29859,no
2771,When I Found You,25,,Catherine Ryan Hyde,When I Found You,,en,3.92,16032,no
2772,Lilac Girls,20,1101883073,Martha Hall Kelly,Lilac Girls,,eng,4.31,42421,no
2773,"7th Heaven (Women's Murder Club, #7)",57,316017701,"James Patterson, Maxine Paetro",7th Heaven,,eng,4.06,38503,no
2774,"Make Me (Jack Reacher, #20)",48,593073894,Lee Child,Make Me,,en-US,3.95,20999,no
2775,A Constellation of Vital Phenomena,49,770436420,Anthony Marra,A Constellation of Vital Phenomena,,eng,4.13,23374,no
2776,"While It Lasts (Sea Breeze, #3)",23,,Abbi Glines,While It Lasts,,eng,4.24,49620,no
2777,The End of Your Life Book Club,41,307594033,Will Schwalbe,The End of Your Life Bookclub,,eng,3.81,35412,no
2778,Two-Way Street,17,1416913184,Lauren Barnholdt,Two-Way Street,,,3.8,42028,no
2779,"All In (The Blackstone Affair, #2)",25,,Raine Miller,All in,,eng,4.11,48278,no
2780,"The Siege of Macindaw (Ranger's Apprentice, #6)",44,174166134X,John Flanagan,The Siege of Macindaw,,eng,4.33,37607,no
2781,A Grief Observed,87,60652381,C.S. Lewis,A Grief Observed,,en-US,4.26,35913,no
2782,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",13,1563894459,"Warren Ellis, Darick Robertston, Garth Ennis","Transmetropolitan, Vol. 1: Back on the Street",,eng,4.23,30790,no
2783,"Emperor Mage (Immortals, #3)",35,1416903372,Tamora Pierce,"Emperor Mage (Immortals, #3)",,en-US,4.3,44115,no
2784,Decision Points,39,307590615,George W. Bush,Decision Points,,eng,3.77,28943,no
2785,"Witch & Wizard (Witch & Wizard, #1)",67,,"James Patterson, Gabrielle Charbonnet",Witch & Wizard,,eng,3.57,28291,no
2786,"Julie of the Wolves (Julie of the Wolves, #1)",71,64400581,"Jean Craighead George, John Schoenherr",Julie of the Wolves,,eng,3.79,46442,no
2787,Forever . . .,47,033039780X,Judy Blume,Forever . . .,,eng,3.63,42164,no
2788,The Wright Brothers,30,1476728747,David McCullough,The Wright Brothers,,eng,4.16,35786,no
2789,The Matarese Circle (Matarese #1),67,752858556,Robert Ludlum,The Matarese Circle,,,4.03,32016,yes
2790,American Lion: Andrew Jackson in the White House,17,1400063256,Jon Meacham,American Lion: Andrew Jackson in the White House,,en-US,3.76,32564,no
2791,"The Forgotten (John Puller, #2)",45,446573051,David Baldacci,The Forgotten,,eng,4.07,27953,no
2792,"Shadows of Self (Mistborn, #5)",25,765378558,Brandon Sanderson,Shadows of Self,,eng,4.3,32170,no
2793,"Mad About the Boy (Bridget Jones, #3)",89,345807952,Helen Fielding,Mad About the Boy,,eng,3.32,30713,no
2794,The Four Loves,85,6280897,C.S. Lewis,The Four Loves,,en-US,4.16,29684,no
2795,Archer's Voice,41,,Mia Sheridan,Archer's Voice,,eng,4.45,53131,no
2796,The Lost Wife,39,042524413X,Alyson Richman,The Lost Wife,,eng,4.2,33427,yes
2797,History of Beauty,50,847826465,"Umberto Eco, Girolamo De Michele, Alastair McEwen",Storia della bellezza,,eng,3.77,33893,no
2798,"I, Claudius (Claudius, #1)",152,067972477X,Robert Graves,"I, Claudius",,eng,4.27,38484,no
2799,"The Testing (The Testing, #1)",42,547959109,Joelle Charbonneau,The Testing,,eng,4.05,38142,no
2800,"Takedown Twenty (Stephanie Plum, #20)",27,345542886,Janet Evanovich,Takedown Twenty,,en-US,3.75,36002,no
2801,The Boy Who Sneaks in My Bedroom Window,17,1469984016,Kirsty Moseley,The Boy Who Sneaks in My Bedroom Window,,en-GB,3.95,50929,no
2802,"Terrier (Beka Cooper, #1)",23,037581468X,Tamora Pierce,Terrier,,eng,4.16,48028,no
2803,"First Grave on the Right (Charley Davidson, #1)",41,312662750,Darynda Jones,First Grave on the Right,,en-US,4.07,50689,no
2804,A House in the Sky,28,1451651694,"Amanda Lindhout, Sara Corbett",A House in the Sky,,eng,4.2,29369,no
2805,Anya's Ghost,18,1596437138,Vera Brosgol,Anya's Ghost,,eng,3.88,39477,no
2806,The Rules of Attraction,68,067978148X,Bret Easton Ellis,The Rules of Attraction,,eng,3.71,29456,no
2807,"The Good, the Bad, and the Undead (The Hollows, #2)",47,60572973,Kim Harrison,"The Good, the Bad, and the Undead",,en-US,4.26,49321,no
2808,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",44,786942460,R.A. Salvatore,The Crystal Shard,,eng,4.13,32300,no
2809,Wide Sargasso Sea,97,140274219,Jean Rhys,Wide Sargasso Sea,,eng,3.56,21053,no
2810,The Magus,94,316296198,John Fowles,The Magus,,en-US,4.04,32914,no
2811,"King of the Murgos (The Malloreon, #2)",46,552148032,David Eddings,King of the Murgos,,en-GB,4.1,40098,no
2812,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",54,60288132,Louise Rennison,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)",,,3.96,39114,no
2813,"You (You, #1)",45,1476785597,Caroline Kepnes,You,,eng,3.83,36383,no
2814,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",67,316134074,Laini Taylor,Dreams of Gods & Monsters,,eng,4.23,47315,no
2815,Playing for Pizza,66,385525001,John Grisham,Playing For Pizza,,en-US,3.41,34577,no
2816,"Tiger's Curse (The Tiger Saga, #1)",50,1402784031,Colleen Houck,Tiger's Curse,,eng,4.07,46077,no
2817,Chapterhouse: Dune (Dune Chronicles #6),72,441102670,Frank Herbert,Chapterhouse: Dune,,eng,3.89,34822,no
2818,Brown Girl Dreaming,17,399252517,Jacqueline Woodson,Brown Girl Dreaming,,eng,4.11,33779,no
2819,"Feed (Newsflesh Trilogy, #1)",28,316081051,Mira Grant,Feed,,en-US,3.86,38956,no
2820,Icy Sparks,27,142000205,Gwyn Hyman Rubio,Icy Sparks,,eng,3.68,34128,no
2821,"Anne's House of Dreams (Anne of Green Gables, #5)",6,553213180,L.M. Montgomery,Rainbow Valley,,eng,4.12,57062,no
2822,"The Templar Legacy (Cotton Malone, #1)",68,345476166,Steve Berry,The Templar Legacy,,en-US,3.81,35804,no
2823,"J is for Judgment (Kinsey Millhone, #10)",55,449000656,Sue Grafton,J is for Judgment (Kinsey Millhone #10),,eng,4.01,39214,no
2824,The Physick Book of Deliverance Dane,68,1401340903,Katherine Howe,The Physick Book of Deliverance Dane,,en-US,3.7,41284,no
2825,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",54,765310023,Steven Erikson,Deadhouse Gates,,eng,4.25,34042,no
2826,"Lick (Stage Dive, #1)",42,1743342373,Kylie Scott,Lick,,eng,4.15,54585,no
2827,"Not a Penny More, Not a Penny Less",80,312997132,Jeffrey Archer,"Not a Penny More, Not a Penny Less",,,4,28853,no
2828,Best Served Cold,63,575082453,Joe Abercrombie,Best Served Cold,,eng,4.16,36268,no
2829,Elizabeth Is Missing,66,62309668,Emma Healey,Elizabeth Is Missing,,eng,3.7,26931,no
2830,"Consent to Kill (Mitch Rapp, #8)",42,1416505016,Vince Flynn,Consent to Kill,,en-US,4.36,30675,no
2831,The Warmth of Other Suns: The Epic Story of America's Great Migration,26,679444327,Isabel Wilkerson,The Warmth of Other Suns: The Epic Story of America's Great Migration ,,eng,4.31,31308,no
2832,The First Fifteen Lives of Harry August,51,316399620,Claire North,The First Fifteen Lives of Harry August,,eng,4.04,22327,no
2833,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",116,62206281,Carlos Ruiz Zafón,El prisionero del cielo,,,3.96,27987,no
2834,The Guns of August,68,345476093,"Barbara W. Tuchman, Robert K. Massie",The Guns of August,,eng,4.18,35147,no
2835,"Separation of Power (Mitch Rapp, #5)",48,671047345,Vince Flynn,Separation of Power,,en-US,4.32,30081,no
2836,"Tomorrow, When the War Began (Tomorrow, #1)",78,439829100,John Marsden,"Tomorrow, When the War Began",,en-US,4.05,36501,no
2837,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",58,1599951495,"Robert M. Edsel, Bret Witter","Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History ",,en-US,3.75,30583,no
2838,Love Letters to the Dead,60,374346674,Ava Dellaira,Love Letters to the Dead,,eng,3.82,38701,no
2839,War Brides,24,,Helen Bryan,War Brides,,en-CA,3.75,16565,yes
2840,Homegoing,56,1101947136,Yaa Gyasi,Homegoing,,eng,4.41,41524,no
2841,Packing for Mars: The Curious Science of Life in the Void,36,393068471,Mary Roach,Packing for Mars: The Curious Science of Life in the Void ,,en-US,3.93,35724,no
2842,"Divine Justice (Camel Club, #4)",51,446195502,David Baldacci,Divine Justice,,en-US,4.17,35071,no
2843,"Kick-Ass (Kick-Ass, #1)",30,785132619,"Mark Millar, John Romita Jr., Rob Liefeld",Kick-Ass,,eng,4.04,30688,yes
2844,Left to Tell: Discovering God Amidst the Rwandan Holocaust,47,1401908977,"Immaculée Ilibagiza, Steve Erwin",Left to Tell: Discovering God Amidst the Rwandan Holocaust,,eng,4.43,30270,no
2845,"Plague (Gone, #4)",36,61449121,Michael  Grant,Plague,,en-US,4.18,38819,no
2846,Hard Times,773,321107217,Charles Dickens,Hard Times: For These Times,,eng,3.5,34675,no
2847,La Vérité sur l'affaire Harry Quebert,131,2877068161,Joël Dicker,La Vérité sur l'affaire Harry Quebert,,fre,3.94,14610,no
2848,A God in Ruins,58,316176532,Kate Atkinson,A God in Ruins,,eng,3.92,26604,no
2849,Caught,77,052595158X,Harlan Coben,Caught,,,3.98,34168,no
2850,"Magic Study (Study, #2)",54,373802498,Maria V. Snyder,Magic Study,,eng,4.06,48234,no
2851,"Chobits, Vol. 1",14,1931514925,"CLAMP, Shirley Kubo",ちょびっツ #1,,eng,4.05,34149,no
2852,Battle Royale,36,156931778X,"Koushun Takami, Yuji Oniki",バトル・ロワイアル,,eng,4.24,35641,no
2853,The Girl Who Chased the Moon,31,553807218,Sarah Addison Allen,The Girl Who Chased the Moon,,en-US,3.97,41049,no
2854,A Town Like Alice,114,1842323008,Nevil Shute,A Town Like Alice,,eng,4.12,36007,no
2855,#GIRLBOSS,35,039916927X,Sophia Amoruso,,,eng,3.71,40090,no
2856,The Secret Life of CeeCee Wilkes,43,778325318,Diane Chamberlain,The Secret Life Of CeeCee Wilkes,,eng,4.09,32490,no
2857,Crocodile on the Sandbank (Amelia Peabody #1),72,445406518,Elizabeth Peters,Crocodile on the Sandbank,,en-US,4.02,44395,no
2858,"Bed of Roses (Bride Quartet, #2)",68,425230074,Nora Roberts,Bed of Roses,,eng,4.11,45089,no
2859,"Debt of Honor (Jack Ryan Universe, #8)",57,425147584,Tom Clancy,Debt of Honor,,en-US,4.03,34952,no
2860,Till We Have Faces,70,156904365,C.S. Lewis,Till We Have Faces,,en-US,4.19,36758,no
2861,"Point Blank (Alex Rider, #2)",91,142406120,Anthony Horowitz,Point Blanc,,en-US,4.1,39296,no
2862,Strangers,62,425181111,Dean Koontz,Strangers,,,3.98,34661,no
2863,"The Kill Artist (Gabriel Allon, #1)",45,451209338,Daniel Silva,The Kill Artist,,eng,4,31579,no
2864,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",20,1844280594,Mo Willems,Knuffle Bunny:  A Cautionary Tale,,eng,4.26,37886,no
2865,"The Gashlycrumb Tinies (The Vinegar Works, #1)",8,747541604,Edward Gorey,The Gashlycrumb Tinies,,eng,4.23,37054,yes
2866,"The Long Earth (The Long Earth, #1)",43,62067753,"Terry Pratchett, Stephen Baxter",The Long Earth,,eng,3.74,32313,no
2867,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,29,446691437,"Steven Pressfield, Robert McKee",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,,en-US,4.07,31399,no
2868,"Existence (Existence Trilogy, #1)",14,,Abbi Glines,,,eng,3.95,51368,no
2869,What We Talk About When We Talk About Love,72,679723056,Raymond Carver,What We Talk About When We Talk About Love: Stories,,eng,4.22,29807,no
2870,That Summer,39,670061107,Sarah Dessen,That Summer,,eng,3.49,43723,no
2871,"Theft of Swords (The Riyria Revelations, #1-2)",21,316187747,Michael J. Sullivan,Theft of Swords,,eng,4.21,33076,no
2872,"Necessary Lies (Necessary Lies, #1)",25,1250010691,Diane Chamberlain,Necessary Lies,,eng,4.21,32761,no
2873,Lucifer's Hammer,29,449208133,"Larry Niven, Jerry Pournelle",Lucifer's Hammer,,en-US,3.98,33228,no
2874,Montana Sky,74,425205754,Nora Roberts,Montana Sky,,eng,4.07,36576,no
2875,Of Human Bondage,343,451530179,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",Of Human Bondage,,eng,4.11,33028,no
2876,I Was Here,54,451471474,Gayle Forman,I Was Here,,eng,3.78,38196,no
2877,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",45,525467262,"A.A. Milne, Ernest H. Shepard",,,en-US,4.49,37312,no
2878,"Alone (Detective D.D. Warren, #1)",52,553584537,Lisa Gardner,,,en-US,3.97,36437,no
2879,Mike Mulligan and His Steam Shovel,40,395169615,Virginia Lee Burton,Mike Mulligan and His Steam Shovel,,,4.2,42632,no
2880,"Divergent Series Complete Box Set (Divergent, #1-3)",26,62278789,Veronica Roth,,,en-US,4.32,19325,no
2881,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",61,61161640,Terry Pratchett,Making Money,,en-US,4.23,39419,no
2882,"Happy Ever After (Bride Quartet, #4)",64,1423368991,Nora Roberts,Happy Ever After,,eng,4.17,40323,no
2883,Harvesting the Heart,44,140230270,Jodi Picoult,Harvesting the Heart,,eng,3.59,35064,no
2884,"Never Fade (The Darkest Minds, #2)",35,1423157516,Alexandra Bracken,Never Fade,,eng,4.33,46332,no
2885,Dewey: The Small-Town Library Cat Who Touched the World,103,446407410,"Vicki Myron, Bret Witter",Dewey: The Small-Town Library Cat Who Touched the World,,eng,3.85,40356,no
2886,"The School for Good and Evil (The School for Good and Evil, #1)",40,62104896,Soman Chainani,The School for Good and Evil,,eng,4,35890,no
2887,"For a Few Demons More (The Hollows, #5)",37,60788380,Kim Harrison,For a Few Demons More ,,en-US,4.33,44879,no
2888,"The Secret Place (Dublin Murder Squad, #5)",44,670026328,Tana French,The Secret Place,,eng,3.83,30834,no
2889,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",15,076536543X,Brandon Sanderson,Mistborn Trilogy Boxed Set,,en-US,4.55,22917,no
2890,"The Coffin Dancer (Lincoln Rhyme, #2)",79,671024094,Jeffery Deaver,,,en-US,4.16,34121,no
2891,"The Emperor's Code (The 39 Clues, #8)",26,545060486,Gordon Korman,The Emperor's Code,,eng,4.04,36068,no
2892,The Complete Adventures of Curious George,21,618164413,"Margret Rey, H.A. Rey",The Complete Adventures of Curious George,,,4.23,39453,no
2893,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",74,316069418,Michael Connelly,The Drop,,eng,4.14,32426,no
2894,"Sailor Moon, #1 (Sailor Moon, #1)",10,189221301X,Naoko Takeuchi,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],,eng,4.29,34951,no
2895,Think Like a Freak,48,62218360,"Steven D. Levitt, Stephen J. Dubner",,,eng,3.82,25990,no
2896,Drama,8,545326990,"Raina Telgemeier, Gurihiru",Drama,,eng,4.14,42759,no
2897,Assassination Vacation,18,074326004X,Sarah Vowell,Assassination Vacation,,en-US,3.98,32176,no
2898,Nine Princes in Amber (The Chronicles of Amber #1),79,380014300,Roger Zelazny,Nine Princes in Amber,,en-US,4.1,37961,no
2899,The Museum of Extraordinary Things,30,1451693567,Alice Hoffman,The Museum of Extraordinary Things,,eng,3.73,29805,no
2900,"Ender in Exile (Ender's Saga, #1.2)",31,765304961,Orson Scott Card,"Ender in Exile (The Ender Quintet, #2)",,en-US,3.89,29389,no
2901,"Undead and Unwed (Undead, #1)",38,042519485X,MaryJanice Davidson,Undead and Unwed,,en-US,3.81,45634,no
2902,The Fifth Mountain,143,722536542,Paulo Coelho,O Monte Cinco,,eng,3.61,26060,no
2903,The Power of Myth,46,385418868,"Joseph Campbell, Bill Moyers",The Power of Myth,,en-GB,4.3,32337,no
2904,"Lock In (Lock In, #1)",29,765375869,John Scalzi,Lock In,,eng,3.85,31073,no
2905,Longbourn,64,385351232,Jo Baker,Longbourn,,eng,3.62,32744,no
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,1,1476764026,"Cary Elwes, Joe Layden, Various, Rob Reiner",As You Wish: Inconceivable Tales from the Making of The Princess Bride,,eng,4.08,31886,no
2907,"Good Night, Gorilla",36,399230033,Peggy Rathmann,"Good Night, Gorilla",,,4.2,37948,no
2908,The Beginning of Everything,36,62217135,Robyn Schneider,"Severed Heads, Broken Hearts",,eng,3.78,35150,no
2909,"In Too Deep (The 39 Clues, #6)",34,054506046X,Jude Watson,"In Too Deep (The 39 Clues, Book 6)",,eng,4.02,35694,no
2910,Catch Me If You Can: The True Story of a Real Fake,73,1840187166,"Frank W. Abagnale, Stan Redding",Catch Me If You Can,,eng,4.05,32048,yes
2911,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",38,515133876,Laurell K. Hamilton,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",,eng,3.89,46567,no
2912,The Seat of the Soul,45,684865181,Gary Zukav,,,en-US,3.97,29675,no
2913,"Claim Me (Stark Trilogy, #2)",32,345545834,J. Kenner,Claim Me,,eng,4.21,42238,no
2914,Special Topics in Calamity Physics,52,067003777X,Marisha Pessl,Special Topics in Calamity Physics,,eng,3.7,29369,no
2915,Bird Box,49,62259652,Josh Malerman,Bird Box,,eng,3.98,31735,no
2916,"Partials (Partials Sequence, #1)",37,62071041,Dan Wells,Partials,,en-US,3.94,42493,no
2917,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,19,618773479,Timothy Egan,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,,en-US,4.04,32275,no
2918,What She Left Behind,29,758278454,Ellen Marie Wiseman,What She Left Behind,,eng,3.86,22933,no
2919,"Wicked (Pretty Little Liars, #5)",42,006156608X,Sara Shepard,Wicked,,eng,4.04,38461,no
2920,"Transfer of Power (Mitch Rapp, #3)",46,1416516352,Vince Flynn,Transfer of Power,,eng,4.31,28647,no
2921,Ariel,67,60931728,Sylvia Plath,Ariel,,eng,4.23,35566,no
2922,"Batman, Volume 1: The Court of Owls",27,1401235417,"Scott Snyder, Greg Capullo, Jonathan Glapion","Batman, Volume 1: The Court of Owls",,eng,4.3,30617,no
2923,"Practical Demonkeeping (Pine Cove, #1)",47,60735422,Christopher Moore,Practical Demonkeeping,,en-US,3.81,33593,no
2924,"The Last Templar (Templar, #1)",99,451219953,Raymond Khoury,The Last Templar,,eng,3.57,33675,no
2925,Official Book Club Selection: A Memoir According to Kathy Griffin,11,345518519,Kathy Griffin,Official Book Club Selection: A Memoir According to Kathy Griffin,,en-US,3.8,31685,no
2926,The Book of Laughter and Forgetting,112,60932147,"Milan Kundera, Aaron Asher",Kniha smíchu a zapomnění,,eng,4.01,28159,no
2927,The Horse Whisperer,111,440222656,Nicholas Evans,The Horse Whisperer,,en-US,3.77,38033,yes
2928,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,50,1580627560,Sherry Argov,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,,,3.89,26662,no
2929,"Wanted (Pretty Little Liars, #8)",23,61566179,Sara Shepard,Wanted,,en-US,4.15,36207,no
2930,"The Outlaw Demon Wails (The Hollows, #6)",29,60788704,Kim Harrison,The Outlaw Demon Wails ,,en-US,4.38,44119,no
2931,Flatland: A Romance of Many Dimensions,566,048627263X,"Edwin A. Abbott, Banesh Hoffmann",Flatland: A Romance of Many Dimensions,,en-US,3.81,31377,no
2932,"The Diviners (The Diviners, #1)",48,031612611X,Libba Bray,The Diviners,,en-US,3.96,44513,no
2933,The Spectacular Now,38,375851798,Tim Tharp,The Spectacular Now,,eng,3.53,30125,no
2934,The Art of Loving,172,61129739,"Erich Fromm, Peter D. Kramer, Rainer Funk",The Art of Loving,,eng,4.01,29048,no
2935,"Gregor and the Code of Claw (Underland Chronicles, #5)",45,043979143X,Suzanne Collins,Gregor and the Code of Claw,,,4.25,33286,no
2936,"Eric (Discworld, #9; Rincewind #4)",80,380821214,Terry Pratchett,Eric,,en-US,3.72,37938,no
2937,A Game of You (The Sandman #5),33,1563890933,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",The Sandman: A Game of You,,eng,4.43,37211,no
2938,The Other Side of the Story,59,60731486,Marian Keyes,The Other Side of the Story,,,3.77,32185,no
2939,Beach Music,57,553381539,Pat Conroy,Beach Music,,eng,4.13,33220,no
2940,"An Echo in the Darkness (Mark of the Lion, #2)",27,842313079,Francine Rivers,"An Echo in the Darkness (Mark of the Lion, #2)",,en-US,4.6,32386,no
2941,"The Kiss of Deception (The Remnant Chronicles, #1)",16,,Mary E. Pearson,The Kiss of Deception,,eng,4.06,46096,no
2942,"Tai-Pan (Asian Saga, #2)",92,440184622,James Clavell,Tai-Pan,,eng,4.25,34158,yes
2943,The Weird Sisters,36,399157220,Eleanor Brown,The Weird Sisters,,en-US,3.36,35752,no
2944,"The Truth (Discworld, #25; Industrial Revolution, #2)",61,413771164,Terry Pratchett,The Truth,,eng,4.25,37045,no
2945,The Leftovers,53,312358342,Tom Perrotta,The Leftovers,,en-US,3.38,31583,no
2946,Flow: The Psychology of Optimal Experience,66,60920432,Mihaly Csikszentmihalyi,Flow: The Psychology of Optimal Experience,,eng,4.1,28619,no
2947,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",60,1932796789,"Margaret Weis, Tracy Hickman",,,eng,4.13,31341,no
2948,Unbearable Lightness: A Story of Loss and Gain,18,1439177805,Portia de Rossi,,,,3.83,30676,no
2949,"Mine Till Midnight (The Hathaways, #1)",52,312949804,Lisa Kleypas,Mine Till Midnight,,eng,4.08,44104,no
2950,All the President's Men,63,1416522913,"Carl Bernstein, Bob Woodward",All the President's Men,,eng,4.17,30919,no
2951,Wolfsbane (Nightshade #2; Nightshade World #5),40,399254838,Andrea Cremer,,,eng,4.12,41067,no
2952,The Mill on the Floss,529,141439629,"George Eliot, A.S. Byatt",The Mill on the Floss,,eng,3.77,36017,no
2953,Super Sad True Love Story,49,1400066409,Gary Shteyngart,Super Sad True Love Story,,eng,3.44,29946,no
2954,"The Blue Sword (Damar, #1)",38,441068804,Robin McKinley,,,,4.24,44806,no
2955,"Lover at Last (Black Dagger Brotherhood, #11)",37,451239350,J.R. Ward,Lover at Last,,eng,4.3,45447,no
2956,Vampire Academy: The Ultimate Guide (Vampire Academy),7,159514451X,"Michelle Rowen, Richelle Mead",,,eng,4.45,32818,no
2957,Surprised by Joy: The Shape of My Early Life,77,6280838,C.S. Lewis,Surprised by Joy: The Shape of My Early Life,,eng,4.14,33698,no
2958,"Gödel, Escher, Bach: An Eternal Golden Braid",48,465026567,Douglas R. Hofstadter,"Gödel, Escher, Bach: An Eternal Golden Braid",,eng,4.3,31616,no
2959,"Trickster's Queen (Daughter of the Lioness, #2)",25,375828788,Tamora Pierce,Trickster's Queen,,eng,4.28,45843,no
2960,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",19,805005013,"Robert Frost, Edward Connery Lathem",,,eng,4.23,33525,no
2961,"Freak the Mighty (Freak The Mighty, #1)",43,439286069,Rodman Philbrick,Freak the Mighty,,eng,3.98,34587,no
2962,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",40,316212822,Jennifer E. Smith,This Is What Happy Looks Like,,eng,3.69,40369,no
2963,What's So Amazing About Grace?,40,310245656,Philip Yancey,What's So Amazing About Grace?,,en-US,4.21,28501,no
2964,"Kill Shot (Mitch Rapp, #2)",35,1416595201,Vince Flynn,Kill Shot,,eng,4.3,28845,no
2965,"The Plains of Passage (Earth's Children, #4)",116,553381652,Jean M. Auel,The Plains of Passage,,en-US,3.77,36663,no
2966,"Hard Luck (Diary of a Wimpy Kid, #8)",70,1419711326,Jeff Kinney,Hard Luck,,eng,4.28,32069,no
2967,The Bookseller of Kabul,92,316159417,"Åsne Seierstad, Ingrid Christopherson",Bokhandleren i Kabul,,en-US,3.76,30531,no
2968,"The Merchant of Death (Pendragon, #1)",46,743437314,D.J. MacHale,The Merchant of Death,,eng,3.93,38633,no
2969,The City & the City,57,345497511,China Miéville,The City & The City,,eng,3.91,29577,no
2970,"Fatal Voyage (Temperance Brennan, #4)",74,1416510567,Kathy Reichs,Fatal Voyage,,,4.04,35970,no
2971,"Magic Strikes (Kate Daniels, #3)",32,441017029,Ilona Andrews,Magic Strikes,,eng,4.44,51165,no
2972,"My Favorite Mistake (My Favorite Mistake, #1)",30,1478322306,Chelsea M. Cameron,My Favorite Mistake,,en-US,4.01,30177,no
2973,Airport,76,425176088,Arthur Hailey,Airport,,eng,3.92,30040,no
2974,"Angel (Maximum Ride, #7)",39,446545244,James Patterson,Angel,,en-US,4.02,39938,no
2975,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),2,791071685,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",Kurt Vonnegut's Cat Cradle,,eng,4.35,27519,no
2976,"Ramona the Brave (Ramona, #3)",55,192751077,"Beverly Cleary, Alan Tiegreen",Ramona the Brave ,,eng,4.09,42479,no
2977,The Last Command,48,553564927,Timothy Zahn,Star Wars: The Last Command,,eng,4.2,33145,no
2978,The Emperor's Soul,20,1616960922,Brandon Sanderson,The Emperor's Soul,,eng,4.33,33634,no
2979,Just After Sunset,79,1416584080,Stephen King,Just After Sunset,,eng,3.85,34722,no
